Date,NewPositive,Tested,Nt,Ct,nt,ct,Dnt,Dct,Weekday,Month,Year,Day
2020-02-27,          1,        109,109,1,4.6913478822291435,0.0,1.290150500566988,0.0,Thursday,February,2020,4
2020-02-28,          1,         62,62,1,4.127134385045092,0.0,-0.5642134971840518,0.0,Friday,February,2020,5
2020-02-29,          0,         74,74,0,4.30406509320417,0.0,0.17693070815907852,0.0,Saturday,February,2020,6
2020-03-01,          1,         49,49,1,3.8918202981106265,0.0,-0.4122447950935437,0.0,Sunday,March,2020,7
2020-03-02,          4,         80,80,4,4.382026634673881,1.3862943611198906,0.49020633656325474,1.3862943611198906,Monday,March,2020,1
2020-03-03,          5,         63,63,5,4.143134726391533,1.6094379124341003,-0.23889190828234863,0.2231435513142097,Tuesday,March,2020,2
2020-03-04,          3,         88,88,3,4.477336814478207,1.0986122886681098,0.3342020880866743,-0.5108256237659905,Wednesday,March,2020,3
2020-03-05,         10,        109,109,10,4.6913478822291435,2.302585092994046,0.2140110677509366,1.2039728043259361,Thursday,March,2020,4
2020-03-06,          2,        127,127,2,4.844187086458591,0.6931471805599453,0.15283920422944774,-1.6094379124341005,Friday,March,2020,5
2020-03-07,          9,        108,108,9,4.68213122712422,2.1972245773362196,-0.16205585933437128,1.5040773967762742,Saturday,March,2020,6
2020-03-08,         48,        229,229,48,5.43372200355424,3.871201010907891,0.75159077643002,1.6739764335716716,Sunday,March,2020,7
2020-03-09,        210,        577,577,210,6.3578422665081,5.3471075307174685,0.9241202629538599,1.4759065198095773,Monday,March,2020,1
2020-03-10,        256,        806,806,256,6.692083742506628,5.545177444479562,0.33424147599852816,0.19806991376209382,Tuesday,March,2020,2
2020-03-11,        207,        882,882,207,6.782192056006791,5.332718793265369,0.09010831350016346,-0.2124586512141935,Wednesday,March,2020,3
2020-03-12,         44,        676,676,44,6.516193076042964,3.784189633918261,-0.26599897996382715,-1.5485291593471078,Thursday,March,2020,4
2020-03-13,         33,        710,710,33,6.565264970035361,3.4965075614664802,0.049071893992397086,-0.2876820724517808,Friday,March,2020,5
2020-03-14,         37,        583,583,37,6.368187186350492,3.6109179126442243,-0.19707778368486917,0.11441035117774412,Saturday,March,2020,6
2020-03-15,         45,        726,726,45,6.587550014824796,3.8066624897703196,0.21936282847430366,0.19574457712609528,Sunday,March,2020,7
2020-03-16,         74,      1.016,1016,74,6.923628628138427,4.30406509320417,0.33607861331363154,0.49740260343385057,Monday,March,2020,1
2020-03-17,         76,        948,948,76,6.854354502255021,4.330733340286331,-0.06927412588340598,0.026668247082160867,Tuesday,March,2020,2
2020-03-18,         83,      1.226,1226,83,7.111512116496157,4.418840607796598,0.2571576142411356,0.0881072675102672,Wednesday,March,2020,3
2020-03-19,        107,      1.848,1848,107,7.521859252201629,4.672828834461906,0.41034713570547243,0.2539882266653075,Thursday,March,2020,4
2020-03-20,        103,      1.178,1178,103,7.071573364211532,4.634728988229636,-0.4502858879900975,-0.03809984623226992,Friday,March,2020,5
2020-03-21,         48,        602,602,48,6.400257445308821,3.871201010907891,-0.6713159189027111,-0.7635279773217447,Saturday,March,2020,6
2020-03-22,         62,        532,532,62,6.2766434893416445,4.127134385045092,-0.12361395596717628,0.2559333741372005,Sunday,March,2020,7
2020-03-23,        132,      1.124,1124,132,7.024649030453636,4.882801922586371,0.7480055411119917,0.7556675375412789,Monday,March,2020,1
2020-03-24,        139,      1.123,1123,139,7.023758954738443,4.9344739331306915,-0.0008900757151932837,0.05167201054432091,Tuesday,March,2020,2
2020-03-25,        151,      1.372,1372,151,7.22402480828583,5.017279836814924,0.20026585354738735,0.0828059036842328,Wednesday,March,2020,3
2020-03-26,        171,      1.610,1610,171,7.383989457978509,5.14166355650266,0.15996464969267876,0.12438371968773598,Thursday,March,2020,4
2020-03-27,        217,      2.110,2110,217,7.6544432264701125,5.37989735354046,0.2704537684916035,0.23823379703779946,Friday,March,2020,5
2020-03-28,        200,      1.383,1383,200,7.232010331664759,5.298317366548036,-0.42243289480535395,-0.08157998699242341,Saturday,March,2020,6
2020-03-29,        128,      1.301,1301,128,7.170888478512505,4.852030263919617,-0.06112185315225371,-0.4462871026284194,Sunday,March,2020,7
2020-03-30,        313,      3.218,3218,313,8.076515327552329,5.746203190540153,0.905626849039824,0.894172926620536,Monday,March,2020,1
2020-03-31,        255,      3.209,3209,255,8.073714641109857,5.541263545158426,-0.002800686442471445,-0.20493964538172715,Tuesday,March,2020,2
2020-04-01,        282,      3.558,3558,282,8.17695386822578,5.641907070938114,0.10323922711592282,0.10064352577968805,Wednesday,April,2020,3
2020-04-02,        382,      5.749,5749,382,8.656781205623291,5.945420608606575,0.47982733739751104,0.30351353766846145,Thursday,April,2020,4
2020-04-03,        473,      6.615,6615,473,8.797095076549056,6.159095388491933,0.1403138709257643,0.21367477988535732,Friday,April,2020,5
2020-04-04,        312,      3.685,3685,312,8.212025804623437,5.7430031878094825,-0.5850692719256188,-0.4160922006824501,Saturday,April,2020,6
2020-04-05,        158,      2.187,2187,158,7.690286020676768,5.062595033026967,-0.5217397839466686,-0.6804081547825156,Sunday,April,2020,7
2020-04-06,        424,      6.529,6529,424,8.784009071186633,6.049733455231958,1.0937230505098645,0.9871384222049908,Monday,April,2020,1
2020-04-07,        347,      6.350,6350,347,8.756210091886738,5.849324779946859,-0.027798979299895166,-0.20040867528509843,Tuesday,April,2020,2
2020-04-08,        301,      5.608,5608,301,8.631949428714426,5.707110264748875,-0.12426066317231133,-0.1422145151979839,Wednesday,April,2020,3
2020-04-09,        140,      2.522,2522,140,7.8328075165248645,4.941642422609304,-0.7991419121895618,-0.7654678421395715,Thursday,April,2020,4
2020-04-10,        142,      2.303,2303,142,7.741967899820685,4.955827057601261,-0.09083961670417917,0.01418463499195699,Friday,April,2020,5
2020-04-11,        140,      2.210,2210,140,7.700747794511798,4.941642422609304,-0.04122010530888698,-0.01418463499195699,Saturday,April,2020,6
2020-04-12,        157,      2.118,2118,157,7.658227526161352,5.056245805348308,-0.04252026835044642,0.11460338273900383,Sunday,April,2020,7
2020-04-13,        156,      2.129,2129,156,7.663407664893479,5.049856007249537,0.005180138732127304,-0.006389798098770605,Monday,April,2020,1
2020-04-14,        258,      6.186,6186,258,8.730043953245016,5.552959584921617,1.0666362883515363,0.5031035776720802,Tuesday,April,2020,2
2020-04-15,        199,      5.600,5600,199,8.630521876723241,5.293304824724492,-0.09952207652177414,-0.2596547601971251,Wednesday,April,2020,3
2020-04-16,        178,      5.299,5299,178,8.575273402492762,5.181783550292085,-0.055248474230479516,-0.11152127443240722,Thursday,April,2020,4
2020-04-17,        168,      4.773,4773,168,8.470730317005897,5.123963979403259,-0.1045430854868652,-0.05781957088882628,Friday,April,2020,5
2020-04-18,        106,      2.271,2271,106,7.7279755421055585,4.663439094112067,-0.7427547749003383,-0.46052488529119184,Saturday,April,2020,6
2020-04-19,        114,      1.860,1860,114,7.528331766707247,4.736198448394496,-0.1996437753983118,0.07275935428242875,Sunday,April,2020,7
2020-04-20,        215,      6.642,6642,215,8.801168401936692,5.3706380281276624,1.2728366352294458,0.6344395797331668,Monday,April,2020,1
2020-04-21,        202,      9.745,9745,202,9.184509611941662,5.308267697401205,0.38334121000496957,-0.06237033072645737,Tuesday,April,2020,2
2020-04-22,        229,     11.580,11580,229,9.357034751126987,5.43372200355424,0.17252513918532486,0.12545430615303488,Wednesday,April,2020,3
2020-04-23,        232,     12.459,12459,232,9.430198532298864,5.44673737166631,0.07316378117187661,0.013015368112069936,Thursday,April,2020,4
2020-04-24,        165,     14.781,14781,165,9.601097851212073,5.10594547390058,0.1708993189132091,-0.3407918977657296,Friday,April,2020,5
2020-04-25,        136,     12.416,12416,136,9.426741242423,4.912654885736052,-0.174356608789072,-0.19329058816452793,Saturday,April,2020,6
2020-04-26,        121,     10.301,10301,121,9.239996256883693,4.795790545596741,-0.18674498553930796,-0.11686434013931102,Sunday,April,2020,7
2020-04-27,        219,     17.341,17341,219,9.760828918798548,5.389071729816501,0.5208326619148558,0.5932811842197596,Monday,April,2020,1
2020-04-28,        136,     16.262,16262,136,9.696586376767783,4.912654885736052,-0.06424254203076529,-0.4764168440804486,Tuesday,April,2020,2
2020-04-29,        140,     16.058,16058,140,9.68396244674463,4.941642422609304,-0.012623930023153207,0.028987536873251507,Wednesday,April,2020,3
2020-04-30,        149,     15.935,15935,149,9.676273226851437,5.003946305945459,-0.0076892198931926,0.06230388333615533,Thursday,April,2020,4
2020-05-01,        152,     14.432,14432,152,9.577203242302405,5.0238805208462765,-0.0990699845490326,0.01993421490081726,Friday,May,2020,5
2020-05-02,        117,     11.149,11149,117,9.319105086767571,4.762173934797756,-0.2580981555348334,-0.26170658604852015,Saturday,May,2020,6
2020-05-03,         78,      9.001,9001,78,9.105090961257085,4.356708826689592,-0.21401412551048615,-0.4054651081081646,Sunday,May,2020,7
2020-05-04,        124,     17.830,17830,124,9.788637710857186,4.820281565605037,0.6835467496001009,0.46357273891544537,Monday,May,2020,1
2020-05-05,        123,     16.018,16018,123,9.681468368883628,4.812184355372417,-0.10716934197355776,-0.00809721023262,Tuesday,May,2020,2
2020-05-06,        107,     14.525,14525,107,9.583626581720113,4.672828834461906,-0.09784178716351555,-0.1393555209105113,Wednesday,May,2020,3
2020-05-07,        123,     14.414,14414,123,9.575955235484386,4.812184355372417,-0.007671346235726517,0.1393555209105113,Thursday,May,2020,4
2020-05-08,         69,      8.378,8378,69,9.03336450150698,4.23410650459726,-0.5425907339774056,-0.5780778507751574,Friday,May,2020,5
2020-05-09,         66,      8.250,8250,66,9.017968479328726,4.189654742026425,-0.015396022178254753,-0.0444517625708345,Saturday,May,2020,6
2020-05-10,         60,      6.693,6693,60,8.808817483100642,4.0943445622221,-0.2091509962280842,-0.09531017980432477,Sunday,May,2020,7
2020-05-11,         79,     16.449,16449,79,9.708019964072157,4.3694478524670215,0.8992024809715158,0.2751032902449211,Monday,May,2020,1
2020-05-12,         58,     14.777,14777,58,9.600827196903634,4.060443010546419,-0.10719276716852377,-0.3090048419206024,Tuesday,May,2020,2
2020-05-13,         71,     14.713,14713,71,9.596486735697948,4.2626798770413155,-0.004340461205686097,0.20223686649489636,Wednesday,May,2020,3
2020-05-14,         64,     12.977,12977,64,9.470933838737231,4.1588830833596715,-0.12555289696071625,-0.10379679368164396,Thursday,May,2020,4
2020-05-15,         91,     12.650,12650,91,9.445412494155667,4.51085950651685,-0.02552134458156452,0.35197642315717825,Friday,May,2020,5
2020-05-16,         35,      7.715,7715,35,8.950921764797261,3.5553480614894135,-0.49449072935840555,-0.9555114450274362,Saturday,May,2020,6
2020-05-17,         50,      7.094,7094,50,8.867004635333567,3.912023005428146,-0.08391712946369445,0.35667494393873245,Sunday,May,2020,7
2020-05-18,         82,     15.262,15262,82,9.633121357849578,4.406719247264253,0.7661167225160117,0.4946962418361074,Monday,May,2020,1
2020-05-19,         63,     14.906,14906,63,9.60951909544164,4.143134726391533,-0.02360226240793928,-0.2635845208727208,Tuesday,May,2020,2
2020-05-20,         72,     14.432,14432,72,9.577203242302405,4.276666119016055,-0.03231585313923446,0.13353139262452274,Wednesday,May,2020,3
2020-05-21,         31,      8.505,8505,31,9.048409504829962,3.4339872044851463,-0.5287937374724425,-0.842678914530909,Thursday,May,2020,4
2020-05-22,         73,     12.316,12316,73,9.41865450904439,4.290459441148391,0.3702450042144285,0.8564722366632447,Friday,May,2020,5
2020-05-23,         36,      8.804,8804,36,9.082961442646353,3.58351893845611,-0.3356930663980382,-0.706940502692281,Saturday,May,2020,6
2020-05-24,         36,      8.687,8687,36,9.06958293425992,3.58351893845611,-0.013378508386432841,0.0,Sunday,May,2020,7
2020-05-25,         52,     18.300,18300,52,9.814656338829513,3.9512437185814275,0.7450734045695935,0.3677247801253176,Monday,May,2020,1
2020-05-26,         63,     15.980,15980,63,9.679093219320265,4.143134726391533,-0.13556311950924815,0.19189100781010504,Tuesday,May,2020,2
2020-05-27,         52,     14.781,14781,52,9.601097851212073,3.9512437185814275,-0.07799536810819241,-0.19189100781010504,Wednesday,May,2020,3
2020-05-28,         39,     13.141,13141,39,9.483492392643639,3.6635616461296463,-0.11760545856843407,-0.28768207245178123,Thursday,May,2020,4
2020-05-29,         46,     11.786,11786,46,9.374667665397858,3.828641396489095,-0.1088247272457803,0.16507975035944877,Friday,May,2020,5
2020-05-30,         33,      7.181,7181,33,8.879193928110318,3.4965075614664802,-0.49547373728753996,-0.33213383502261484,Saturday,May,2020,6
2020-05-31,         22,      7.648,7648,22,8.942199454731238,3.091042453358316,0.06300552662091974,-0.40546510810816416,Sunday,May,2020,7
2020-06-01,         36,      8.745,8745,36,9.076237387452702,3.58351893845611,0.1340379327214638,0.49247648509779385,Monday,June,2020,1
2020-06-02,         56,     15.549,15549,56,9.651751606857816,4.02535169073515,0.5755142194051146,0.44183275227903973,Tuesday,June,2020,2
2020-06-03,         53,     13.383,13383,53,9.501740523796375,3.970291913552122,-0.1500110830614414,-0.05505977718302768,Wednesday,June,2020,3
2020-06-04,         41,     11.864,11864,41,9.381263883817768,3.713572066704308,-0.12047663997860703,-0.256719846847814,Thursday,June,2020,4
2020-06-05,         35,      9.680,9680,35,9.177817180270623,3.5553480614894135,-0.20344670354714545,-0.15822400521489444,Friday,June,2020,5
2020-06-06,         15,      7.986,7986,15,8.985445287623167,2.70805020110221,-0.19237189264745602,-0.8472978603872034,Saturday,June,2020,6
2020-06-07,         14,      7.766,7766,14,8.957510510291613,2.6390573296152584,-0.027934777331553917,-0.06899287148695166,Sunday,June,2020,7
2020-06-08,         46,     16.855,16855,46,9.732402627668161,3.828641396489095,0.7748921173765488,1.1895840668738367,Monday,June,2020,1
2020-06-09,         28,     15.661,15661,28,9.658928824466434,3.332204510175204,-0.07347380320172725,-0.49643688631389127,Tuesday,June,2020,2
2020-06-10,         40,     14.968,14968,40,9.613669867953925,3.6888794541139363,-0.045258956512508774,0.35667494393873245,Wednesday,June,2020,3
2020-06-11,         49,     14.613,14613,49,9.589666822474653,3.8918202981106265,-0.024003045479272345,0.2029408439966902,Thursday,June,2020,4
2020-06-12,         60,     14.880,14880,60,9.607773308387083,4.0943445622221,0.018106485912429804,0.20252426411147395,Friday,June,2020,5
2020-06-13,         27,     10.019,10019,27,9.212238569259263,3.295836866004329,-0.3955347391278199,-0.7985076962177713,Saturday,June,2020,6
2020-06-14,         22,      9.069,9069,22,9.112617283447568,3.091042453358316,-0.09962128581169516,-0.20479441264601306,Sunday,June,2020,7
2020-06-15,         40,     17.725,17725,40,9.782731351400328,3.6888794541139363,0.6701140679527597,0.5978370007556202,Monday,June,2020,1
2020-06-16,         46,     18.209,18209,46,9.809671256331843,3.828641396489095,0.026939904931515102,0.13976194237515882,Tuesday,June,2020,2
2020-06-17,         76,     19.224,19224,76,9.863914777416305,4.330733340286331,0.05424352108446229,0.502091943797236,Wednesday,June,2020,3
2020-06-18,         46,     17.511,17511,46,9.7705845338719,3.828641396489095,-0.09333024354440411,-0.502091943797236,Thursday,June,2020,4
2020-06-19,         44,     16.991,16991,44,9.740439071085758,3.784189633918261,-0.03014546278614283,-0.04445176257083405,Friday,June,2020,5
2020-06-20,         38,     12.112,12112,38,9.40195197567723,3.6375861597263857,-0.33848709540852795,-0.14660347419187536,Saturday,June,2020,6
2020-06-21,         33,     11.430,11430,33,9.343996756788856,3.4965075614664802,-0.05795521888837385,-0.14107859825990543,Sunday,June,2020,7
2020-06-22,         46,     21.462,21462,46,9.974039208487072,3.828641396489095,0.6300424516982162,0.33213383502261484,Monday,June,2020,1
2020-06-23,         19,     20.914,20914,19,9.948174070158535,2.9444389791664403,-0.02586513832853754,-0.8842024173226548,Tuesday,June,2020,2
2020-06-24,         45,     20.075,20075,45,9.907230538814963,3.8066624897703196,-0.040943531343572204,0.8622235106038794,Wednesday,June,2020,3
2020-06-25,         32,     16.827,16827,32,9.730740018176446,3.4657359027997265,-0.17649052063851656,-0.3409265869705931,Thursday,June,2020,4
2020-06-26,         23,     15.741,15741,23,9.664024052354822,3.1354942159291497,-0.06671596582162387,-0.33024168687057687,Friday,June,2020,5
2020-06-27,         19,      9.489,9489,19,9.15788851197376,2.9444389791664403,-0.506135540381063,-0.1910552367627094,Saturday,June,2020,6
2020-06-28,         11,      9.458,9458,11,9.15461622320382,2.3978952727983707,-0.0032722887699385694,-0.5465437063680696,Sunday,June,2020,7
2020-06-29,         30,     18.722,18722,30,9.83745458193169,3.4011973816621555,0.682838358727869,1.0033021088637848,Monday,June,2020,1
2020-06-30,         24,     17.888,17888,24,9.791885375954825,3.1780538303479458,-0.045569205976864424,-0.2231435513142097,Tuesday,June,2020,2
2020-07-01,         12,     17.616,17616,12,9.77656285896246,2.4849066497880004,-0.015322516992364754,-0.6931471805599454,Wednesday,July,2020,3
2020-07-02,         15,     15.357,15357,15,9.639326675125693,2.70805020110221,-0.13723618383676772,0.2231435513142097,Thursday,July,2020,4
2020-07-03,         18,     14.320,14320,18,9.569412440514636,2.8903717578961645,-0.06991423461105661,0.18232155679395445,Friday,July,2020,5
2020-07-04,         13,      9.670,9670,13,9.17678358844734,2.5649493574615367,-0.3926288520672969,-0.3254224004346278,Saturday,July,2020,6
2020-07-05,         11,      9.741,9741,11,9.184099060770956,2.3978952727983707,0.007315472323616845,-0.16705408466316607,Sunday,July,2020,7
2020-07-06,          9,     17.840,17840,9,9.789198406134,2.1972245773362196,0.605099345363044,-0.2006706954621511,Monday,July,2020,1
2020-07-07,         13,     16.513,16513,13,9.711903228462988,2.5649493574615367,-0.07729517767101157,0.3677247801253172,Tuesday,July,2020,2
2020-07-08,         26,     15.898,15898,26,9.673948594133059,3.258096538021482,-0.03795463432992996,0.6931471805599454,Wednesday,July,2020,3
2020-07-09,         41,     14.341,14341,41,9.570877846729212,3.713572066704308,-0.10307074740384614,0.4554755286828258,Thursday,July,2020,4
2020-07-10,         34,     14.184,14184,34,9.559869847754044,3.5263605246161616,-0.011007998975168576,-0.1872115420881464,Friday,July,2020,5
2020-07-11,         24,      9.656,9656,24,9.175334762777368,3.1780538303479458,-0.384535084976676,-0.3483066942682158,Saturday,July,2020,6
2020-07-12,         22,      9.131,9131,22,9.11943049661634,3.091042453358316,-0.055904266161027394,-0.08701137698962969,Sunday,July,2020,7
2020-07-13,         33,     18.278,18278,33,9.813453429832148,3.4965075614664802,0.6940229332158072,0.40546510810816416,Monday,July,2020,1
2020-07-14,         34,     16.718,16718,34,9.7242412622591,3.5263605246161616,-0.08921216757304684,0.029852963149681333,Tuesday,July,2020,2
2020-07-15,         42,     16.346,16346,42,9.701738498076075,3.7376696182833684,-0.022502764183025548,0.21130909366720685,Wednesday,July,2020,3
2020-07-16,         52,     15.181,15181,52,9.627799924932715,3.9512437185814275,-0.07393857314336039,0.21357410029805912,Thursday,July,2020,4
2020-07-17,         32,     14.276,14276,32,9.566335084610051,3.4657359027997265,-0.06146484032266386,-0.485507815781701,Friday,July,2020,5
2020-07-18,         43,     10.671,10671,43,9.275285060616564,3.7612001156935624,-0.29105002399348656,0.29546421289383584,Saturday,July,2020,6
2020-07-19,         28,     10.940,10940,28,9.300181075975972,3.332204510175204,0.024896015359407997,-0.4289956055183586,Sunday,July,2020,7
2020-07-20,         32,     18.211,18211,32,9.80978108609582,3.4657359027997265,0.509600010119847,0.13353139262452274,Monday,July,2020,1
2020-07-21,         37,     16.694,16694,37,9.722804652410682,3.6109179126442243,-0.08697643368513752,0.1451820098444978,Tuesday,July,2020,2
2020-07-22,         35,     16.643,16643,35,9.719744986586726,3.5553480614894135,-0.003059665823956337,-0.055569851154810834,Wednesday,July,2020,3
2020-07-23,         54,     15.790,15790,54,9.667132107249687,3.9889840465642745,-0.05261287933703862,0.433635985074861,Thursday,July,2020,4
2020-07-24,         37,     16.108,16108,37,9.687071321971345,3.6109179126442243,0.01993921472165816,-0.3780661339200502,Friday,July,2020,5
2020-07-25,         27,     11.731,11731,27,9.369990189505721,3.295836866004329,-0.3170811324656242,-0.3150810466398952,Saturday,July,2020,6
2020-07-26,         24,     12.805,12805,24,9.457590998633625,3.1780538303479458,0.08760080912790436,-0.11778303565638337,Sunday,July,2020,7
2020-07-27,         64,     20.724,20724,64,9.939047727934678,4.1588830833596715,0.481456729301053,0.9808292530117257,Monday,July,2020,1
2020-07-28,         78,     20.376,20376,78,9.922113016659292,4.356708826689592,-0.01693471127538615,0.1978257433299202,Tuesday,July,2020,2
2020-07-29,         65,     20.224,20224,65,9.914625296946584,4.174387269895637,-0.007487719712708341,-0.1823215567939549,Wednesday,July,2020,3
2020-07-30,         84,     20.541,20541,84,9.930178167789173,4.430816798843313,0.015552870842588717,0.25642952894767657,Thursday,July,2020,4
2020-07-31,         58,     19.915,19915,58,9.899228495615745,4.060443010546419,-0.0309496721734277,-0.37037378829689427,Friday,July,2020,5
2020-08-01,         64,     14.306,14306,64,9.56843430866833,4.1588830833596715,-0.3307941869474149,0.0984400728132524,Saturday,August,2020,6
2020-08-02,         78,     15.716,15716,78,9.662434580678351,4.356708826689592,0.09400027201002104,0.1978257433299202,Sunday,August,2020,7
2020-08-03,        118,     23.844,23844,118,10.079287892339817,4.770684624465665,0.4168533116614661,0.4139757977760734,Monday,August,2020,1
2020-08-04,        122,     24.946,24946,122,10.124468767685654,4.804021044733257,0.045180875345836924,0.03333642026759165,Tuesday,August,2020,2
2020-08-05,        118,     24.854,24854,118,10.12077398436594,4.770684624465665,-0.00369478331971429,-0.03333642026759165,Wednesday,August,2020,3
2020-08-06,        174,     26.848,26848,174,10.197946609266932,5.159055299214529,0.0771726249009923,0.388370674748864,Thursday,August,2020,4
2020-08-07,        143,     27.059,27059,143,10.205774946126926,4.962844630259907,0.007828336859994067,-0.19621066895462214,Friday,August,2020,5
2020-08-08,         90,     20.788,20788,90,9.942131176128333,4.499809670330265,-0.26364376999859296,-0.46303495992964194,Saturday,August,2020,6
2020-08-09,        130,     20.932,20932,130,9.949034367492098,4.867534450455582,0.00690319136376516,0.3677247801253172,Sunday,August,2020,7
2020-08-10,        155,     30.953,30953,155,10.3402252039484,5.043425116919247,0.3911908364563015,0.17589066646366458,Monday,August,2020,1
2020-08-11,        136,     33.527,33527,136,10.420106363342882,4.912654885736052,0.07988115939448193,-0.13077023118319442,Tuesday,August,2020,2
2020-08-12,        161,     34.727,34727,161,10.455272761356362,5.081404364984463,0.035166398013480205,0.16874947924841077,Wednesday,August,2020,3
2020-08-13,        116,     33.796,33796,116,10.428097731272736,4.7535901911063645,-0.027175030083625984,-0.32781417387809864,Thursday,August,2020,4
2020-08-14,        112,     32.563,32563,112,10.390931953464207,4.718498871295094,-0.03716577780852859,-0.03509131981127034,Friday,August,2020,5
2020-08-15,        127,     25.250,25250,127,10.136581434703507,4.844187086458591,-0.2543505187607007,0.12568821516349704,Saturday,August,2020,6
2020-08-16,         90,     25.599,25599,90,10.150308567204695,4.499809670330265,0.013727132501188066,-0.3443774161283262,Sunday,August,2020,7
2020-08-17,         96,     35.579,35579,96,10.479510855147508,4.564348191467836,0.32920228794281314,0.06453852113757108,Monday,August,2020,1
2020-08-18,        114,     37.881,37881,114,10.54220494610679,4.736198448394496,0.06269409095928147,0.17185025692665956,Tuesday,August,2020,2
2020-08-19,         87,     39.067,39067,87,10.573033399843746,4.465908118654584,0.030828453736956973,-0.27029032973991196,Wednesday,August,2020,3
2020-08-20,         87,     38.011,38011,87,10.54563087050331,4.465908118654584,-0.027402529340436743,0.0,Thursday,August,2020,4
2020-08-21,         88,     35.709,35709,88,10.48315803683599,4.477336814478207,-0.062472833667319705,0.011428695823623158,Friday,August,2020,5
2020-08-22,         89,     28.635,28635,89,10.262385024827958,4.48863636973214,-0.22077301200803134,0.01129955525393278,Saturday,August,2020,6
2020-08-23,         75,     27.561,27561,75,10.224157008939576,4.31748811353631,-0.038228015888382316,-0.17114825619582952,Sunday,August,2020,7
2020-08-24,         75,     39.336,39336,75,10.579895409091776,4.31748811353631,0.35573840015219993,0.0,Monday,August,2020,1
2020-08-25,         83,     39.814,39814,83,10.591973888213879,4.418840607796598,0.012078479122102692,0.10135249426028814,Tuesday,August,2020,2
2020-08-26,         80,     40.054,40054,80,10.59798382266537,4.382026634673881,0.006009934451491006,-0.03681397312271706,Wednesday,August,2020,3
2020-08-27,         71,     38.675,38675,71,10.562948675441266,4.2626798770413155,-0.035035147224103724,-0.11934675763256575,Thursday,August,2020,4
2020-08-28,        109,     35.429,35429,109,10.475285972792834,4.6913478822291435,-0.08766270264843179,0.428668005187828,Friday,August,2020,5
2020-08-29,         89,     25.184,25184,89,10.13396415121713,4.48863636973214,-0.3413218215757041,-0.2027115124970038,Saturday,August,2020,6
2020-08-30,        104,     25.244,25244,104,10.136343782704131,4.6443908991413725,0.0023796314870008217,0.15575452940923284,Sunday,August,2020,7
2020-08-31,        121,     39.637,39637,121,10.587518304449791,4.795790545596741,0.45117452174566,0.15139964645536885,Monday,August,2020,1
2020-09-01,        201,     39.253,39253,201,10.577783153410712,5.303304908059076,-0.00973515103907907,0.5075143624623344,Tuesday,September,2020,2
2020-09-02,        159,     40.019,40019,159,10.597109620319285,5.0689042022202315,0.019326466908573536,-0.2344007058388442,Wednesday,September,2020,3
2020-09-03,        194,     38.809,38809,194,10.566407457475977,5.267858159063328,-0.0307021628433084,0.1989539568430967,Thursday,September,2020,4
2020-09-04,        205,     40.139,40139,205,10.600103709234817,5.3230099791384085,0.03369625175884039,0.05515182007508024,Friday,September,2020,5
2020-09-05,        198,     28.976,28976,198,10.274223180123194,5.288267030694535,-0.3258805291116236,-0.03474294844387327,Saturday,September,2020,6
2020-09-06,        224,     29.754,29754,224,10.30071885571719,5.4116460518550396,0.02649567559399557,0.12337902116050437,Sunday,September,2020,7
2020-09-07,        297,     47.893,47893,297,10.776724634932783,5.6937321388027,0.47600577921559406,0.28208608694766024,Monday,September,2020,1
2020-09-08,        329,     48.354,48354,329,10.786304227552566,5.796057750765372,0.009579592619783028,0.10232561196267209,Tuesday,September,2020,2
2020-09-09,        294,     48.840,48840,294,10.796304928224641,5.683579767338681,0.010000700672074814,-0.11247798342669046,Wednesday,September,2020,3
2020-09-10,        371,     52.171,52171,371,10.862282063937007,5.916202062607435,0.06597713571236596,0.23262229526875355,Thursday,September,2020,4
2020-09-11,        348,     50.575,50575,348,10.831212662035947,5.8522024797744745,-0.031069401901060445,-0.06399958283296048,Friday,September,2020,5
2020-09-12,        302,     41.718,41718,302,10.638687969327073,5.71042701737487,-0.19252469270887396,-0.1417754623996048,Saturday,September,2020,6
2020-09-13,        296,     41.900,41900,296,10.643041105910228,5.69035945432406,0.0043531365831555036,-0.02006756305080959,Sunday,September,2020,7
2020-09-14,        383,     55.785,55785,383,10.92926029502728,5.948034989180646,0.2862191891170518,0.25767553485658556,Monday,September,2020,1
2020-09-15,        439,     56.157,56157,439,10.935906618469438,6.0844994130751715,0.0066463234421583195,0.13646442389452584,Tuesday,September,2020,2
2020-09-16,        559,     56.699,56699,559,10.945511852876011,6.326149473155099,0.009605234406572905,0.24165006007992762,Wednesday,September,2020,3
2020-09-17,        517,     52.062,52062,517,10.860190595021544,6.248042874508429,-0.08532125785446709,-0.07810659864667002,Thursday,September,2020,4
2020-09-18,        477,     51.572,51572,477,10.850734168530728,6.1675164908883415,-0.009456426490816128,-0.08052638362008757,Friday,September,2020,5
2020-09-19,        421,     40.425,40425,421,10.607203684445308,6.042632833682381,-0.24353048408542044,-0.1248836572059604,Saturday,September,2020,6
2020-09-20,        411,     40.969,40969,411,10.620570962139544,6.018593214496234,0.01336727769423618,-0.024039619186146943,Sunday,September,2020,7
2020-09-21,        538,     54.189,54189,538,10.900233214800668,6.2878585601617845,0.2796622526611241,0.26926534566555027,Monday,September,2020,1
