Date,NewPositive,Tested,Nt,Ct,nt,ct,Dnt,Dct,Weekday,Month,Year,Day
2020-09-22,        592,     56.633,56633,592,10.944347133159408,6.3835066348840055,0.04411391835873957,0.09564807472222103,Tuesday,September,2020,2
2020-09-23,        654,     55.683,55683,654,10.927430172867208,6.483107351457199,-0.01691696029219969,0.09960071657319336,Wednesday,September,2020,3
2020-09-24,        607,     53.932,53932,607,10.895479272753965,6.408528791059498,-0.03195090011324275,-0.0745785603977005,Thursday,September,2020,4
2020-09-25,        488,     51.594,51594,488,10.851160665638952,6.1903154058531475,-0.04431860711501301,-0.2182133852063508,Friday,September,2020,5
2020-09-26,        394,     39.984,39984,394,10.596234653074733,5.976350909297934,-0.2549260125642192,-0.21396449655521366,Saturday,September,2020,6
2020-09-27,        357,     39.623,39623,357,10.587165036719648,5.877735781779639,-0.00906961635508452,-0.09861512751829515,Sunday,September,2020,7
2020-09-28,        484,     54.003,54003,484,10.896794879558815,6.182084906716632,0.3096298428391666,0.3043491249369934,Monday,September,2020,1
2020-09-29,        451,     50.817,50817,451,10.835986223254492,6.111467339502679,-0.06080865630432264,-0.07061756721395351,Tuesday,September,2020,2
2020-09-30,        438,     47.976,47976,438,10.778456164848345,6.082218910376446,-0.05753005840614733,-0.029248429126232267,Wednesday,September,2020,3
2020-10-01,        433,     44.600,44600,433,10.705489138008156,6.07073772800249,-0.07296702684018896,-0.011481182373956678,Thursday,October,2020,4
2020-10-02,        368,     43.183,43183,368,10.673202178264951,5.908082938168931,-0.032286959743204946,-0.1626547898335584,Friday,October,2020,5
2020-10-03,        339,     33.981,33981,339,10.433556823868823,5.82600010738045,-0.23964535439612789,-0.08208283078848133,Saturday,October,2020,6
2020-10-04,        313,     33.955,33955,313,10.432791397547891,5.746203190540153,-0.0007654263209317946,-0.079796916840297,Sunday,October,2020,7
2020-10-05,        433,     52.642,52642,433,10.87126955919842,6.07073772800249,0.43847816165052933,0.32453453746233674,Monday,October,2020,1
2020-10-06,        431,     53.627,53627,431,10.889807951572134,6.066108090103747,0.018538392373713464,-0.004629637898742267,Tuesday,October,2020,2
2020-10-07,        452,     50.486,50486,452,10.82945134910597,6.113682179832232,-0.06035660246616459,0.047574089728484203,Wednesday,October,2020,3
2020-10-08,        425,     48.124,48124,425,10.781536292153415,6.052089168924417,-0.04791505695255438,-0.06159301090781444,Thursday,October,2020,4
2020-10-09,        414,     39.707,39707,414,10.589282773550448,6.025865973825314,-0.1922535186029677,-0.02622319509910298,Friday,October,2020,5
2020-10-10,        286,     27.469,27469,286,10.220813375077594,5.655991810819852,-0.368469398472854,-0.36987416300546183,Saturday,October,2020,6
2020-10-11,        256,     26.770,26770,256,10.195037136514399,5.545177444479562,-0.025776238563194553,-0.11081436634029007,Sunday,October,2020,7
2020-10-12,        467,     40.602,40602,467,10.61157260546028,6.1463292576688975,0.4165354689458809,0.6011518131893352,Monday,October,2020,1
2020-10-13,        436,     36.289,36289,436,10.499269944026953,6.077642243349034,-0.11230266143332734,-0.06868701431986324,Tuesday,October,2020,2
2020-10-14,        480,     36.128,36128,480,10.494823466949388,6.173786103901937,-0.004446477077564737,0.09614386055290236,Wednesday,October,2020,3
2020-10-15,        458,     35.456,35456,458,10.476047770106955,6.126869184114185,-0.01877569684243241,-0.046916919787751254,Thursday,October,2020,4
2020-10-16,        477,     34.773,34773,477,10.456596502556854,6.1675164908883415,-0.019451267550101292,0.04064730677415618,Friday,October,2020,5
2020-10-17,        433,     27.152,27152,433,10.209205987474007,6.07073772800249,-0.24739051508284682,-0.09677876288585185,Saturday,October,2020,6
2020-10-18,        457,     30.274,30274,457,10.31804453732251,6.124683390894205,0.10883854984850316,0.05394566289171543,Sunday,October,2020,7
2020-10-19,        705,     48.310,48310,705,10.785393857548453,6.558197802812269,0.4673493202259422,0.43351441191806384,Monday,October,2020,1
2020-10-20,        792,     44.678,44678,792,10.707236489423869,6.674561391814426,-0.07815736812458418,0.11636358900215704,Tuesday,October,2020,2
2020-10-21,        864,     47.533,47533,864,10.769179485646914,6.761572768804055,0.061942996223045554,0.08701137698962924,Wednesday,October,2020,3
2020-10-22,        880,     49.655,49655,880,10.812854369337458,6.779921907472252,0.043674883690544064,0.018349138668196652,Thursday,October,2020,4
2020-10-23,        866,     50.591,50591,866,10.831528973842945,6.763884908562435,0.018674604505486414,-0.016036998909816802,Friday,October,2020,5
2020-10-24,        823,     45.801,45801,823,10.732061203925053,6.71295620067707,-0.09946776991789186,-0.0509287078853653,Saturday,October,2020,6
2020-10-25,        926,     51.926,51926,926,10.85757490710485,6.8308742346461795,0.12551370317979682,0.11791803396910971,Sunday,October,2020,7
2020-10-26,      1.019,     66.140,66140,1019,11.099528986535784,6.926577033222725,0.2419540794309345,0.09570279857654551,Monday,October,2020,1
2020-10-27,      1.259,     73.495,73495,1259,11.204972655676087,7.138073034044347,0.10544366914030334,0.21149600082162223,Tuesday,October,2020,2
2020-10-28,      1.220,     70.458,70458,1220,11.162772066593137,7.106606137727303,-0.04220058908295066,-0.03146689631704458,Wednesday,October,2020,3
2020-10-29,      1.023,     68.123,68123,1023,11.129070173736432,6.930494765951626,-0.033701892856704774,-0.1761113717756766,Thursday,October,2020,4
2020-10-30,      1.095,     64.106,64106,1095,11.068293242272354,6.9985096422506015,-0.06077693146407803,0.0680148762989754,Friday,October,2020,5
2020-10-31,        985,     51.286,51286,985,10.845173089430226,6.892641641172089,-0.22312015284212805,-0.10586800107851246,Saturday,October,2020,6
2020-11-01,        963,     51.835,51835,963,10.855820875757212,6.870053411798126,0.010647786326986264,-0.02258822937396321,Sunday,November,2020,7
2020-11-02,      1.283,     70.513,70513,1283,11.163552368964414,7.1569563646156364,0.3077314932072017,0.28690295281751066,Monday,November,2020,1
2020-11-03,      1.267,     73.758,73758,1267,11.208544742895397,7.144407180321139,0.044992373930982765,-0.012549184294497806,Tuesday,November,2020,2
2020-11-04,      1.253,     71.633,71633,1253,11.179311140624536,7.133295954896068,-0.02923360227086036,-0.011111225425070259,Wednesday,November,2020,3
2020-11-05,      1.042,     71.485,71485,1042,11.177242916463264,6.948897222313312,-0.0020682241612721697,-0.18439873258275608,Thursday,November,2020,4
