"Uge";"Aldersgruppe";"Vaccinationsstatus";"Bekræftede tilfælde";"sort_Var";"Befolkningstørrelse";"Bekræftede tilfælde pr. 100.000"
2021-U17;12-15;1. stik;0;1;21;0,00
2021-U17;12-15;2. stik;0;2;66;0,00
2021-U17;12-15;3. stik;0;3;0;0,00
2021-U17;16-19;Uvaccinerede;479;0;274838;174,28
2021-U17;16-19;1. stik;3;1;2679;111,98
2021-U17;16-19;2. stik;1;2;2088;47,89
2021-U17;16-19;3. stik;0;3;0;0,00
2021-U17;20-39;Uvaccinerede;1940;0;1376321;140,96
2021-U17;20-39;1. stik;58;1;67278;86,21
2021-U17;20-39;2. stik;15;2;51966;28,87
2021-U17;20-39;3. stik;0;3;7;0,00
2021-U17;40-64;Uvaccinerede;1658;0;1638824;101,17
2021-U17;40-64;1. stik;81;1;136372;59,40
2021-U17;40-64;2. stik;36;2;132004;27,27
2021-U17;40-64;3. stik;0;3;24;0,00
2021-U17;65-79;Uvaccinerede;127;0;255213;49,76
2021-U17;65-79;1. stik;106;1;518151;20,46
2021-U17;65-79;2. stik;11;2;114000;9,65
2021-U17;65-79;3. stik;0;3;22;0,00
2021-U17;80+;Uvaccinerede;9;0;15964;56,38
2021-U17;80+;1. stik;4;1;82077;4,87
2021-U17;80+;2. stik;11;2;161587;6,81
2021-U17;80+;3. stik;0;3;12;0,00
2021-U18;5-11;Uvaccinerede;494;0;436555;113,16
2021-U18;5-11;1. stik;0;1;3;0,00
2021-U18;5-11;2. stik;0;2;1;0,00
2021-U18;5-11;3. stik;0;3;0;0,00
2021-U18;12-15;Uvaccinerede;370;0;298935;123,77
2021-U18;12-15;1. stik;0;1;22;0,00
2021-U18;12-15;2. stik;0;2;68;0,00
2021-U18;12-15;3. stik;0;3;0;0,00
2021-U18;16-19;Uvaccinerede;810;0;274639;294,93
2021-U18;16-19;1. stik;1;1;2680;37,31
2021-U18;16-19;2. stik;3;2;2285;131,29
2021-U18;16-19;3. stik;0;3;1;0,00
2021-U18;20-39;Uvaccinerede;2317;0;1373869;168,65
2021-U18;20-39;1. stik;50;1;66815;74,83
2021-U18;20-39;2. stik;18;2;54880;32,80
2021-U18;20-39;3. stik;0;3;9;0,00
2021-U18;40-64;Uvaccinerede;1844;0;1598346;115,37
2021-U18;40-64;1. stik;109;1;167225;65,18
2021-U18;40-64;2. stik;37;2;141625;26,13
2021-U18;40-64;3. stik;0;3;29;0,00
2021-U18;65-79;Uvaccinerede;81;0;162397;49,88
2021-U18;65-79;1. stik;171;1;591126;28,93
2021-U18;65-79;2. stik;22;2;133841;16,44
2021-U18;65-79;3. stik;0;3;23;0,00
2021-U18;80+;Uvaccinerede;4;0;14498;27,59
2021-U18;80+;1. stik;6;1;49151;12,21
2021-U18;80+;2. stik;17;2;195978;8,67
2021-U18;80+;3. stik;0;3;13;0,00
2021-U19;5-11;Uvaccinerede;620;0;436555;142,02
2021-U19;5-11;1. stik;0;1;2;0,00
2021-U19;5-11;2. stik;0;2;1;0,00
2021-U19;5-11;3. stik;0;3;0;0,00
2021-U19;12-15;Uvaccinerede;468;0;298920;156,56
2021-U19;12-15;1. stik;0;1;36;0,00
2021-U19;12-15;2. stik;0;2;69;0,00
2021-U19;12-15;3. stik;0;3;0;0,00
2021-U19;16-19;Uvaccinerede;988;0;274455;359,99
2021-U19;16-19;1. stik;4;1;2676;149,48
2021-U19;16-19;2. stik;1;2;2472;40,45
2021-U19;16-19;3. stik;0;3;1;0,00
2021-U19;20-39;Uvaccinerede;2639;0;1370994;192,49
2021-U19;20-39;1. stik;57;1;66707;85,45
2021-U19;20-39;2. stik;22;2;57855;38,03
2021-U19;20-39;3. stik;0;3;17;0,00
2021-U19;40-64;Uvaccinerede;1813;0;1520834;119,21
2021-U19;40-64;1. stik;145;1;236856;61,22
2021-U19;40-64;2. stik;48;2;149490;32,11
2021-U19;40-64;3. stik;0;3;45;0,00
2021-U19;65-79;Uvaccinerede;54;0;98242;54,97
2021-U19;65-79;1. stik;158;1;608085;25,98
2021-U19;65-79;2. stik;19;2;181034;10,50
2021-U19;65-79;3. stik;0;3;25;0,00
2021-U19;80+;Uvaccinerede;4;0;13411;29,83
2021-U19;80+;1. stik;0;1;28249;0,00
2021-U19;80+;2. stik;23;2;217965;10,55
2021-U19;80+;3. stik;0;3;14;0,00
2021-U20;5-11;Uvaccinerede;424;0;436555;97,12
2021-U20;5-11;1. stik;0;1;3;0,00
2021-U20;5-11;2. stik;0;2;1;0,00
2021-U20;5-11;3. stik;0;3;0;0,00
2021-U20;12-15;Uvaccinerede;409;0;298877;136,85
2021-U20;12-15;1. stik;0;1;77;0,00
2021-U20;12-15;2. stik;0;2;71;0,00
2021-U20;12-15;3. stik;0;3;0;0,00
2021-U20;16-19;Uvaccinerede;968;0;274236;352,98
2021-U20;16-19;1. stik;4;1;2569;155,70
2021-U20;16-19;2. stik;2;2;2799;71,45
2021-U20;16-19;3. stik;0;3;1;0,00
2021-U20;20-39;Uvaccinerede;2676;0;1368024;195,61
2021-U20;20-39;1. stik;51;1;61841;82,47
2021-U20;20-39;2. stik;31;2;65681;47,20
2021-U20;20-39;3. stik;0;3;26;0,00
2021-U20;40-64;Uvaccinerede;1685;0;1380238;122,08
2021-U20;40-64;1. stik;248;1;360940;68,71
2021-U20;40-64;2. stik;39;2;165985;23,50
2021-U20;40-64;3. stik;0;3;61;0,00
2021-U20;65-79;Uvaccinerede;43;0;66537;64,63
2021-U20;65-79;1. stik;138;1;518933;26,59
2021-U20;65-79;2. stik;16;2;301889;5,30
2021-U20;65-79;3. stik;0;3;28;0,00
2021-U20;80+;Uvaccinerede;3;0;12651;23,71
2021-U20;80+;1. stik;1;1;16163;6,19
2021-U20;80+;2. stik;5;2;230810;2,17
2021-U20;80+;3. stik;0;3;15;0,00
2021-U21;5-11;Uvaccinerede;418;0;436554;95,75
2021-U21;5-11;1. stik;0;1;4;0,00
2021-U21;5-11;2. stik;0;2;1;0,00
2021-U21;5-11;3. stik;0;3;0;0,00
2021-U21;12-15;Uvaccinerede;420;0;298851;140,54
2021-U21;12-15;1. stik;0;1;100;0,00
2021-U21;12-15;2. stik;0;2;75;0,00
2021-U21;12-15;3. stik;0;3;0;0,00
2021-U21;16-19;Uvaccinerede;851;0;272730;312,03
2021-U21;16-19;1. stik;8;1;3664;218,34
2021-U21;16-19;2. stik;0;2;3209;0,00
2021-U21;16-19;3. stik;0;3;1;0,00
2021-U21;20-39;Uvaccinerede;2730;0;1365021;200,00
2021-U21;20-39;1. stik;49;1;54522;89,87
2021-U21;20-39;2. stik;26;2;76000;34,21
2021-U21;20-39;3. stik;0;3;30;0,00
2021-U21;40-64;Uvaccinerede;1475;0;1169288;126,15
2021-U21;40-64;1. stik;427;1;549815;77,66
2021-U21;40-64;2. stik;46;2;188049;24,46
2021-U21;40-64;3. stik;0;3;72;0,00
2021-U21;65-79;Uvaccinerede;21;0;52253;40,19
2021-U21;65-79;1. stik;70;1;391461;17,88
2021-U21;65-79;2. stik;16;2;443642;3,61
2021-U21;65-79;3. stik;0;3;31;0,00
2021-U21;80+;Uvaccinerede;1;0;12020;8,32
2021-U21;80+;1. stik;0;1;8855;0,00
2021-U21;80+;2. stik;20;2;238749;8,38
2021-U21;80+;3. stik;0;3;15;0,00
2021-U22;5-11;Uvaccinerede;435;0;436549;99,65
2021-U22;5-11;1. stik;0;1;9;0,00
2021-U22;5-11;2. stik;0;2;1;0,00
2021-U22;5-11;3. stik;0;3;0;0,00
2021-U22;12-15;Uvaccinerede;408;0;298834;136,53
2021-U22;12-15;1. stik;0;1;112;0,00
2021-U22;12-15;2. stik;0;2;79;0,00
2021-U22;12-15;3. stik;0;3;0;0,00
2021-U22;16-19;Uvaccinerede;813;0;263210;308,88
2021-U22;16-19;1. stik;28;1;12660;221,17
2021-U22;16-19;2. stik;0;2;3733;0,00
2021-U22;16-19;3. stik;0;3;1;0,00
2021-U22;20-39;Uvaccinerede;2297;0;1358346;169,10
2021-U22;20-39;1. stik;38;1;47749;79,58
2021-U22;20-39;2. stik;18;2;89445;20,12
2021-U22;20-39;3. stik;0;3;33;0,00
2021-U22;40-64;Uvaccinerede;938;0;932373;100,60
2021-U22;40-64;1. stik;445;1;759272;58,61
2021-U22;40-64;2. stik;41;2;215501;19,03
2021-U22;40-64;3. stik;0;3;79;0,00
2021-U22;65-79;Uvaccinerede;14;0;44912;31,17
2021-U22;65-79;1. stik;39;1;281969;13,83
2021-U22;65-79;2. stik;28;2;560472;5,00
2021-U22;65-79;3. stik;0;3;34;0,00
2021-U22;80+;Uvaccinerede;1;0;11466;8,72
2021-U22;80+;1. stik;0;1;6609;0,00
2021-U22;80+;2. stik;20;2;241547;8,28
2021-U22;80+;3. stik;0;3;17;0,00
2021-U23;5-11;Uvaccinerede;202;0;436547;46,27
2021-U23;5-11;1. stik;0;1;11;0,00
2021-U23;5-11;2. stik;0;2;1;0,00
2021-U23;5-11;3. stik;0;3;0;0,00
2021-U23;12-15;Uvaccinerede;184;0;298818;61,58
2021-U23;12-15;1. stik;0;1;125;0,00
2021-U23;12-15;2. stik;0;2;82;0,00
2021-U23;12-15;3. stik;0;3;0;0,00
2021-U23;16-19;Uvaccinerede;267;0;218399;122,25
2021-U23;16-19;1. stik;50;1;56938;87,81
2021-U23;16-19;2. stik;0;2;4267;0,00
2021-U23;16-19;3. stik;0;3;1;0,00
2021-U23;20-39;Uvaccinerede;1237;0;1330499;92,97
2021-U23;20-39;1. stik;46;1;61570;74,71
2021-U23;20-39;2. stik;14;2;103468;13,53
2021-U23;20-39;3. stik;0;3;36;0,00
2021-U23;40-64;Uvaccinerede;423;0;705840;59,93
2021-U23;40-64;1. stik;275;1;959773;28,65
2021-U23;40-64;2. stik;25;2;241525;10,35
2021-U23;40-64;3. stik;0;3;87;0,00
2021-U23;65-79;Uvaccinerede;7;0;41361;16,92
2021-U23;65-79;1. stik;20;1;238966;8,37
2021-U23;65-79;2. stik;18;2;607024;2,97
2021-U23;65-79;3. stik;0;3;36;0,00
2021-U23;80+;Uvaccinerede;1;0;11087;9,02
2021-U23;80+;1. stik;0;1;5703;0,00
2021-U23;80+;2. stik;11;2;242830;4,53
2021-U23;80+;3. stik;0;3;20;0,00
2021-U24;5-11;Uvaccinerede;130;0;436545;29,78
2021-U24;5-11;1. stik;0;1;13;0,00
2021-U24;5-11;2. stik;0;2;1;0,00
2021-U24;5-11;3. stik;0;3;0;0,00
2021-U24;12-15;Uvaccinerede;97;0;298800;32,46
2021-U24;12-15;1. stik;0;1;126;0,00
2021-U24;12-15;2. stik;0;2;99;0,00
2021-U24;12-15;3. stik;0;3;0;0,00
2021-U24;16-19;Uvaccinerede;124;0;155254;79,87
2021-U24;16-19;1. stik;59;1;119721;49,28
2021-U24;16-19;2. stik;0;2;4629;0,00
2021-U24;16-19;3. stik;0;3;1;0,00
2021-U24;20-39;Uvaccinerede;688;0;1267253;54,29
2021-U24;20-39;1. stik;76;1;111660;68,06
2021-U24;20-39;2. stik;7;2;116620;6,00
2021-U24;20-39;3. stik;0;3;40;0,00
2021-U24;40-64;Uvaccinerede;191;0;505990;37,75
2021-U24;40-64;1. stik;185;1;1135441;16,29
2021-U24;40-64;2. stik;27;2;265699;10,16
2021-U24;40-64;3. stik;0;3;94;0,00
2021-U24;65-79;Uvaccinerede;5;0;39049;12,80
2021-U24;65-79;1. stik;8;1;181261;4,41
2021-U24;65-79;2. stik;13;2;667036;1,95
2021-U24;65-79;3. stik;0;3;40;0,00
2021-U24;80+;Uvaccinerede;4;0;10776;37,12
2021-U24;80+;1. stik;2;1;4858;41,17
2021-U24;80+;2. stik;7;2;243984;2,87
2021-U24;80+;3. stik;0;3;21;0,00
2021-U25;5-11;Uvaccinerede;85;0;436544;19,47
2021-U25;5-11;1. stik;0;1;13;0,00
2021-U25;5-11;2. stik;0;2;1;0,00
2021-U25;5-11;3. stik;0;3;0;0,00
2021-U25;12-15;Uvaccinerede;69;0;298636;23,11
2021-U25;12-15;1. stik;0;1;252;0,00
2021-U25;12-15;2. stik;0;2;137;0,00
2021-U25;12-15;3. stik;0;3;0;0,00
2021-U25;16-19;Uvaccinerede;55;0;112112;49,06
2021-U25;16-19;1. stik;49;1;162513;30,15
2021-U25;16-19;2. stik;0;2;4978;0,00
2021-U25;16-19;3. stik;0;3;2;0,00
2021-U25;20-39;Uvaccinerede;574;0;1183120;48,52
2021-U25;20-39;1. stik;153;1;177702;86,10
2021-U25;20-39;2. stik;6;2;134709;4,45
2021-U25;20-39;3. stik;0;3;42;0,00
2021-U25;40-64;Uvaccinerede;104;0;370419;28,08
2021-U25;40-64;1. stik;168;1;1226188;13,70
2021-U25;40-64;2. stik;13;2;310513;4,19
2021-U25;40-64;3. stik;0;3;104;0,00
2021-U25;65-79;Uvaccinerede;3;0;37437;8,01
2021-U25;65-79;1. stik;4;1;119458;3,35
2021-U25;65-79;2. stik;11;2;730448;1,51
2021-U25;65-79;3. stik;0;3;43;0,00
2021-U25;80+;Uvaccinerede;0;0;10542;0,00
2021-U25;80+;1. stik;0;1;4129;0,00
2021-U25;80+;2. stik;4;2;244947;1,63
2021-U25;80+;3. stik;0;3;21;0,00
2021-U26;5-11;Uvaccinerede;90;0;436544;20,62
2021-U26;5-11;1. stik;0;1;13;0,00
2021-U26;5-11;2. stik;0;2;2;0,00
2021-U26;5-11;3. stik;0;3;0;0,00
2021-U26;12-15;Uvaccinerede;108;0;295283;36,58
2021-U26;12-15;1. stik;2;1;3583;55,82
2021-U26;12-15;2. stik;0;2;159;0,00
2021-U26;12-15;3. stik;0;3;0;0,00
2021-U26;16-19;Uvaccinerede;148;0;86668;170,77
2021-U26;16-19;1. stik;285;1;187680;151,85
2021-U26;16-19;2. stik;1;2;5253;19,04
2021-U26;16-19;3. stik;0;3;3;0,00
2021-U26;20-39;Uvaccinerede;1037;0;1092705;94,90
2021-U26;20-39;1. stik;499;1;250960;198,84
2021-U26;20-39;2. stik;25;2;151865;16,46
2021-U26;20-39;3. stik;0;3;42;0,00
2021-U26;40-64;Uvaccinerede;100;0;295181;33,88
2021-U26;40-64;1. stik;304;1;1238239;24,55
2021-U26;40-64;2. stik;24;2;373693;6,42
2021-U26;40-64;3. stik;0;3;112;0,00
2021-U26;65-79;Uvaccinerede;4;0;36428;10,98
2021-U26;65-79;1. stik;2;1;64848;3,08
2021-U26;65-79;2. stik;24;2;786065;3,05
2021-U26;65-79;3. stik;0;3;45;0,00
2021-U26;80+;Uvaccinerede;0;0;10381;0,00
2021-U26;80+;1. stik;1;1;3582;27,92
2021-U26;80+;2. stik;3;2;245655;1,22
2021-U26;80+;3. stik;0;3;22;0,00
2021-U27;5-11;Uvaccinerede;154;0;436544;35,28
2021-U27;5-11;1. stik;0;1;12;0,00
2021-U27;5-11;2. stik;0;2;3;0,00
2021-U27;5-11;3. stik;0;3;0;0,00
2021-U27;12-15;Uvaccinerede;199;0;288655;68,94
2021-U27;12-15;1. stik;18;1;10197;176,52
2021-U27;12-15;2. stik;0;2;174;0,00
2021-U27;12-15;3. stik;0;3;0;0,00
2021-U27;16-19;Uvaccinerede;181;0;72552;249,48
2021-U27;16-19;1. stik;428;1;201545;212,36
2021-U27;16-19;2. stik;4;2;5504;72,67
2021-U27;16-19;3. stik;0;3;3;0,00
2021-U27;20-39;Uvaccinerede;1631;0;956225;170,57
2021-U27;20-39;1. stik;1112;1;379311;293,16
2021-U27;20-39;2. stik;88;2;159992;55,00
2021-U27;20-39;3. stik;0;3;44;0,00
2021-U27;40-64;Uvaccinerede;156;0;250746;62,21
2021-U27;40-64;1. stik;480;1;1147142;41,84
2021-U27;40-64;2. stik;76;2;509214;14,92
2021-U27;40-64;3. stik;0;3;123;0,00
2021-U27;65-79;Uvaccinerede;7;0;35386;19,78
2021-U27;65-79;1. stik;3;1;32959;9,10
2021-U27;65-79;2. stik;48;2;818991;5,86
2021-U27;65-79;3. stik;0;3;50;0,00
2021-U27;80+;Uvaccinerede;2;0;10232;19,55
2021-U27;80+;1. stik;0;1;3088;0,00
2021-U27;80+;2. stik;9;2;246297;3,65
2021-U27;80+;3. stik;0;3;23;0,00
2021-U28;5-11;Uvaccinerede;255;0;436543;58,41
2021-U28;5-11;1. stik;0;1;12;0,00
2021-U28;5-11;2. stik;0;2;4;0,00
2021-U28;5-11;3. stik;0;3;0;0,00
2021-U28;12-15;Uvaccinerede;279;0;280724;99,39
2021-U28;12-15;1. stik;20;1;18114;110,41
2021-U28;12-15;2. stik;0;2;187;0,00
2021-U28;12-15;3. stik;0;3;0;0,00
2021-U28;16-19;Uvaccinerede;250;0;64506;387,56
2021-U28;16-19;1. stik;625;1;208277;300,08
2021-U28;16-19;2. stik;9;2;6818;132,00
2021-U28;16-19;3. stik;0;3;3;0,00
2021-U28;20-39;Uvaccinerede;2066;0;731810;282,31
2021-U28;20-39;1. stik;2163;1;598349;361,49
2021-U28;20-39;2. stik;130;2;165368;78,61
2021-U28;20-39;3. stik;0;3;46;0,00
2021-U28;40-64;Uvaccinerede;200;0;225709;88,61
2021-U28;40-64;1. stik;517;1;955856;54,09
2021-U28;40-64;2. stik;161;2;725528;22,19
2021-U28;40-64;3. stik;0;3;132;0,00
2021-U28;65-79;Uvaccinerede;9;0;34421;26,15
2021-U28;65-79;1. stik;3;1;20103;14,92
2021-U28;65-79;2. stik;59;2;832806;7,08
2021-U28;65-79;3. stik;0;3;57;0,00
2021-U28;80+;Uvaccinerede;3;0;10094;29,72
2021-U28;80+;1. stik;0;1;2637;0,00
2021-U28;80+;2. stik;20;2;246885;8,10
2021-U28;80+;3. stik;0;3;24;0,00
2021-U29;5-11;Uvaccinerede;334;0;436542;76,51
2021-U29;5-11;1. stik;0;1;12;0,00
2021-U29;5-11;2. stik;0;2;5;0,00
2021-U29;5-11;3. stik;0;3;0;0,00
2021-U29;12-15;Uvaccinerede;322;0;250003;128,80
2021-U29;12-15;1. stik;33;1;48823;67,59
2021-U29;12-15;2. stik;0;2;200;0,00
2021-U29;12-15;3. stik;0;3;0;0,00
2021-U29;16-19;Uvaccinerede;235;0;59427;395,44
2021-U29;16-19;1. stik;393;1;203742;192,89
2021-U29;16-19;2. stik;10;2;16433;60,85
2021-U29;16-19;3. stik;0;3;4;0,00
2021-U29;20-39;Uvaccinerede;1343;0;576725;232,87
2021-U29;20-39;1. stik;1616;1;748805;215,81
2021-U29;20-39;2. stik;82;2;169990;48,24
2021-U29;20-39;3. stik;0;3;52;0,00
2021-U29;40-64;Uvaccinerede;199;0;211760;93,97
2021-U29;40-64;1. stik;374;1;731594;51,12
2021-U29;40-64;2. stik;150;2;963722;15,56
2021-U29;40-64;3. stik;1;3;148;675,68
2021-U29;65-79;Uvaccinerede;9;0;33709;26,70
2021-U29;65-79;1. stik;0;1;13107;0,00
2021-U29;65-79;2. stik;82;2;840512;9,76
2021-U29;65-79;3. stik;0;3;59;0,00
2021-U29;80+;Uvaccinerede;2;0;9958;20,08
2021-U29;80+;1. stik;0;1;2247;0,00
2021-U29;80+;2. stik;32;2;247408;12,93
2021-U29;80+;3. stik;0;3;26;0,00
2021-U30;5-11;Uvaccinerede;475;0;436542;108,81
2021-U30;5-11;1. stik;0;1;11;0,00
2021-U30;5-11;2. stik;0;2;5;0,00
2021-U30;5-11;3. stik;0;3;0;0,00
2021-U30;12-15;Uvaccinerede;348;0;209726;165,93
2021-U30;12-15;1. stik;68;1;89080;76,34
2021-U30;12-15;2. stik;0;2;219;0,00
2021-U30;12-15;3. stik;0;3;0;0,00
2021-U30;16-19;Uvaccinerede;300;0;55355;541,96
2021-U30;16-19;1. stik;390;1;168687;231,20
2021-U30;16-19;2. stik;28;2;55558;50,40
2021-U30;16-19;3. stik;0;3;4;0,00
2021-U30;20-39;Uvaccinerede;1525;0;483546;315,38
2021-U30;20-39;1. stik;1771;1;825030;214,66
2021-U30;20-39;2. stik;139;2;186936;74,36
2021-U30;20-39;3. stik;0;3;60;0,00
2021-U30;40-64;Uvaccinerede;333;0;200884;165,77
2021-U30;40-64;1. stik;371;1;525183;70,64
2021-U30;40-64;2. stik;293;2;1180994;24,81
2021-U30;40-64;3. stik;0;3;164;0,00
2021-U30;65-79;Uvaccinerede;10;0;33080;30,23
2021-U30;65-79;1. stik;5;1;9986;50,07
2021-U30;65-79;2. stik;97;2;844261;11,49
2021-U30;65-79;3. stik;0;3;60;0,00
2021-U30;80+;Uvaccinerede;1;0;9850;10,15
2021-U30;80+;1. stik;0;1;1968;0,00
2021-U30;80+;2. stik;25;2;247793;10,09
2021-U30;80+;3. stik;0;3;29;0,00
2021-U31;5-11;Uvaccinerede;649;0;436542;148,67
2021-U31;5-11;1. stik;0;1;11;0,00
2021-U31;5-11;2. stik;0;2;6;0,00
2021-U31;5-11;3. stik;0;3;0;0,00
2021-U31;12-15;Uvaccinerede;449;0;175177;256,31
2021-U31;12-15;1. stik;109;1;123301;88,40
2021-U31;12-15;2. stik;0;2;547;0,00
2021-U31;12-15;3. stik;0;3;0;0,00
2021-U31;16-19;Uvaccinerede;349;0;52452;665,37
2021-U31;16-19;1. stik;229;1;112029;204,41
2021-U31;16-19;2. stik;40;2;115119;34,75
2021-U31;16-19;3. stik;0;3;4;0,00
2021-U31;20-39;Uvaccinerede;1627;0;435849;373,29
2021-U31;20-39;1. stik;1261;1;815806;154,57
2021-U31;20-39;2. stik;173;2;243851;70,94
2021-U31;20-39;3. stik;0;3;67;0,00
2021-U31;40-64;Uvaccinerede;449;0;193700;231,80
2021-U31;40-64;1. stik;326;1;334295;97,52
2021-U31;40-64;2. stik;396;2;1379047;28,72
2021-U31;40-64;3. stik;0;3;183;0,00
2021-U31;65-79;Uvaccinerede;12;0;32606;36,80
2021-U31;65-79;1. stik;3;1;7992;37,54
2021-U31;65-79;2. stik;132;2;846727;15,59
2021-U31;65-79;3. stik;0;3;61;0,00
2021-U31;80+;Uvaccinerede;0;0;9759;0,00
2021-U31;80+;1. stik;0;1;1731;0,00
2021-U31;80+;2. stik;36;2;248120;14,51
2021-U31;80+;3. stik;0;3;29;0,00
2021-U32;5-11;Uvaccinerede;913;0;436542;209,14
2021-U32;5-11;1. stik;0;1;11;0,00
2021-U32;5-11;2. stik;0;2;6;0,00
2021-U32;5-11;3. stik;0;3;0;0,00
2021-U32;12-15;Uvaccinerede;495;0;149953;330,10
2021-U32;12-15;1. stik;191;1;147065;129,87
2021-U32;12-15;2. stik;1;2;2007;49,83
2021-U32;12-15;3. stik;0;3;1;0,00
2021-U32;16-19;Uvaccinerede;350;0;50023;699,68
2021-U32;16-19;1. stik;125;1;68990;181,19
2021-U32;16-19;2. stik;76;2;160587;47,33
2021-U32;16-19;3. stik;0;3;5;0,00
2021-U32;20-39;Uvaccinerede;1723;0;409909;420,34
2021-U32;20-39;1. stik;1035;1;752661;137,51
2021-U32;20-39;2. stik;209;2;332917;62,78
2021-U32;20-39;3. stik;0;3;86;0,00
2021-U32;40-64;Uvaccinerede;465;0;187807;247,59
2021-U32;40-64;1. stik;302;1;205959;146,63
2021-U32;40-64;2. stik;539;2;1513256;35,62
2021-U32;40-64;3. stik;0;3;203;0,00
2021-U32;65-79;Uvaccinerede;13;0;32203;40,37
2021-U32;65-79;1. stik;3;1;6627;45,27
2021-U32;65-79;2. stik;157;2;848493;18,50
2021-U32;65-79;3. stik;0;3;64;0,00
2021-U32;80+;Uvaccinerede;8;0;9688;82,58
2021-U32;80+;1. stik;2;1;1552;128,87
2021-U32;80+;2. stik;47;2;248370;18,92
2021-U32;80+;3. stik;0;3;30;0,00
2021-U33;5-11;Uvaccinerede;1390;0;436541;318,41
2021-U33;5-11;1. stik;1;1;11;9090,91
2021-U33;5-11;2. stik;0;2;7;0,00
2021-U33;5-11;3. stik;0;3;0;0,00
2021-U33;12-15;Uvaccinerede;599;0;135693;441,44
2021-U33;12-15;1. stik;184;1;155264;118,51
2021-U33;12-15;2. stik;2;2;8067;24,79
2021-U33;12-15;3. stik;0;3;1;0,00
2021-U33;16-19;Uvaccinerede;307;0;47634;644,50
2021-U33;16-19;1. stik;63;1;43339;145,37
2021-U33;16-19;2. stik;77;2;188625;40,82
2021-U33;16-19;3. stik;0;3;6;0,00
2021-U33;20-39;Uvaccinerede;1468;0;389619;376,78
2021-U33;20-39;1. stik;651;1;643470;101,17
2021-U33;20-39;2. stik;267;2;462365;57,75
2021-U33;20-39;3. stik;0;3;118;0,00
2021-U33;40-64;Uvaccinerede;480;0;182685;262,75
2021-U33;40-64;1. stik;176;1;127559;137,98
2021-U33;40-64;2. stik;660;2;1596753;41,33
2021-U33;40-64;3. stik;0;3;228;0,00
2021-U33;65-79;Uvaccinerede;22;0;31799;69,18
2021-U33;65-79;1. stik;5;1;5787;86,40
2021-U33;65-79;2. stik;204;2;849734;24,01
2021-U33;65-79;3. stik;0;3;67;0,00
2021-U33;80+;Uvaccinerede;5;0;9610;52,03
2021-U33;80+;1. stik;1;1;1451;68,92
2021-U33;80+;2. stik;63;2;248548;25,35
2021-U33;80+;3. stik;0;3;30;0,00
2021-U34;5-11;Uvaccinerede;1400;0;436537;320,71
2021-U34;5-11;1. stik;0;1;15;0,00
2021-U34;5-11;2. stik;0;2;7;0,00
2021-U34;5-11;3. stik;0;3;0;0,00
2021-U34;12-15;Uvaccinerede;503;0;124296;404,68
2021-U34;12-15;1. stik;161;1;146850;109,64
2021-U34;12-15;2. stik;4;2;27878;14,35
2021-U34;12-15;3. stik;0;3;1;0,00
2021-U34;16-19;Uvaccinerede;240;0;45536;527,06
2021-U34;16-19;1. stik;43;1;29283;146,84
2021-U34;16-19;2. stik;63;2;204778;30,77
2021-U34;16-19;3. stik;0;3;8;0,00
2021-U34;20-39;Uvaccinerede;1140;0;373235;305,44
2021-U34;20-39;1. stik;415;1;435372;95,32
2021-U34;20-39;2. stik;286;2;686806;41,64
2021-U34;20-39;3. stik;0;3;160;0,00
2021-U34;40-64;Uvaccinerede;490;0;178061;275,19
2021-U34;40-64;1. stik;127;1;78013;162,79
2021-U34;40-64;2. stik;798;2;1650900;48,34
2021-U34;40-64;3. stik;0;3;251;0,00
2021-U34;65-79;Uvaccinerede;29;0;31350;92,50
2021-U34;65-79;1. stik;4;1;4795;83,42
2021-U34;65-79;2. stik;226;2;851170;26,55
2021-U34;65-79;3. stik;1;3;72;1388,89
2021-U34;80+;Uvaccinerede;9;0;9512;94,62
2021-U34;80+;1. stik;2;1;1325;150,94
2021-U34;80+;2. stik;64;2;248772;25,73
2021-U34;80+;3. stik;0;3;31;0,00
2021-U35;5-11;Uvaccinerede;921;0;436535;210,98
2021-U35;5-11;1. stik;1;1;17;5882,35
2021-U35;5-11;2. stik;0;2;7;0,00
2021-U35;5-11;3. stik;0;3;0;0,00
2021-U35;12-15;Uvaccinerede;340;0;116254;292,46
2021-U35;12-15;1. stik;91;1;116474;78,13
2021-U35;12-15;2. stik;9;2;66296;13,58
2021-U35;12-15;3. stik;0;3;1;0,00
2021-U35;16-19;Uvaccinerede;135;0;43871;307,72
2021-U35;16-19;1. stik;27;1;21117;127,86
2021-U35;16-19;2. stik;51;2;214607;23,76
2021-U35;16-19;3. stik;0;3;9;0,00
2021-U35;20-39;Uvaccinerede;824;0;361594;227,88
2021-U35;20-39;1. stik;242;1;258834;93,50
2021-U35;20-39;2. stik;309;2;874938;35,32
2021-U35;20-39;3. stik;1;3;206;485,44
2021-U35;40-64;Uvaccinerede;330;0;174547;189,06
2021-U35;40-64;1. stik;65;1;50824;127,89
2021-U35;40-64;2. stik;711;2;1681579;42,28
2021-U35;40-64;3. stik;0;3;275;0,00
2021-U35;65-79;Uvaccinerede;21;0;30942;67,87
2021-U35;65-79;1. stik;1;1;3933;25,43
2021-U35;65-79;2. stik;188;2;852430;22,05
2021-U35;65-79;3. stik;0;3;83;0,00
