"Uge";"Aldersgruppe";"Vaccinationsstatus";"Bekræftede tilfælde";"sort_Var";"Befolkningstørrelse";"Bekræftede tilfælde pr. 100.000"
2021-U35;80+;Uvaccinerede;13;0;9421;137,99
2021-U35;80+;1. stik;4;1;1196;334,45
2021-U35;80+;2. stik;68;2;248990;27,31
2021-U35;80+;3. stik;0;3;32;0,00
2021-U36;5-11;Uvaccinerede;654;0;436534;149,82
2021-U36;5-11;1. stik;0;1;18;0,00
2021-U36;5-11;2. stik;0;2;7;0,00
2021-U36;5-11;3. stik;0;3;0;0,00
2021-U36;12-15;Uvaccinerede;186;0;111055;167,48
2021-U36;12-15;1. stik;39;1;84957;45,91
2021-U36;12-15;2. stik;6;2;103012;5,82
2021-U36;12-15;3. stik;0;3;1;0,00
2021-U36;16-19;Uvaccinerede;115;0;42754;268,98
2021-U36;16-19;1. stik;10;1;16500;60,61
2021-U36;16-19;2. stik;35;2;220339;15,88
2021-U36;16-19;3. stik;0;3;11;0,00
2021-U36;20-39;Uvaccinerede;625;0;354081;176,51
2021-U36;20-39;1. stik;177;1;160766;110,10
2021-U36;20-39;2. stik;264;2;980495;26,93
2021-U36;20-39;3. stik;0;3;231;0,00
2021-U36;40-64;Uvaccinerede;241;0;172040;140,08
2021-U36;40-64;1. stik;52;1;38493;135,09
2021-U36;40-64;2. stik;473;2;1696381;27,88
2021-U36;40-64;3. stik;0;3;311;0,00
2021-U36;65-79;Uvaccinerede;14;0;30665;45,65
2021-U36;65-79;1. stik;3;1;3435;87,34
2021-U36;65-79;2. stik;168;2;853194;19,69
2021-U36;65-79;3. stik;0;3;92;0,00
2021-U36;80+;Uvaccinerede;3;0;9362;32,04
2021-U36;80+;1. stik;0;1;1093;0,00
2021-U36;80+;2. stik;67;2;249152;26,89
2021-U36;80+;3. stik;0;3;32;0,00
2021-U37;5-11;Uvaccinerede;481;0;436531;110,19
2021-U37;5-11;1. stik;0;1;21;0,00
2021-U37;5-11;2. stik;0;2;7;0,00
2021-U37;5-11;3. stik;0;3;0;0,00
2021-U37;12-15;Uvaccinerede;151;0;107281;140,75
2021-U37;12-15;1. stik;13;1;56152;23,15
2021-U37;12-15;2. stik;3;2;135591;2,21
2021-U37;12-15;3. stik;0;3;1;0,00
2021-U37;16-19;Uvaccinerede;63;0;41947;150,19
2021-U37;16-19;1. stik;5;1;13261;37,70
2021-U37;16-19;2. stik;12;2;224383;5,35
2021-U37;16-19;3. stik;0;3;13;0,00
2021-U37;20-39;Uvaccinerede;405;0;348292;116,28
2021-U37;20-39;1. stik;91;1;108304;84,02
2021-U37;20-39;2. stik;200;2;1038692;19,25
2021-U37;20-39;3. stik;0;3;285;0,00
2021-U37;40-64;Uvaccinerede;159;0;169983;93,54
2021-U37;40-64;1. stik;16;1;30545;52,38
2021-U37;40-64;2. stik;352;2;1706353;20,63
2021-U37;40-64;3. stik;0;3;344;0,00
2021-U37;65-79;Uvaccinerede;11;0;30410;36,17
2021-U37;65-79;1. stik;2;1;3072;65,10
2021-U37;65-79;2. stik;125;2;853806;14,64
2021-U37;65-79;3. stik;0;3;99;0,00
2021-U37;80+;Uvaccinerede;2;0;9294;21,52
2021-U37;80+;1. stik;0;1;1048;0,00
2021-U37;80+;2. stik;49;2;249263;19,66
2021-U37;80+;3. stik;0;3;34;0,00
2021-U38;5-11;Uvaccinerede;554;0;436526;126,91
2021-U38;5-11;1. stik;0;1;25;0,00
2021-U38;5-11;2. stik;0;2;8;0,00
2021-U38;5-11;3. stik;0;3;0;0,00
2021-U38;12-15;Uvaccinerede;173;0;104436;165,65
2021-U38;12-15;1. stik;16;1;40235;39,77
2021-U38;12-15;2. stik;6;2;154353;3,89
2021-U38;12-15;3. stik;0;3;1;0,00
2021-U38;16-19;Uvaccinerede;58;0;41383;140,15
2021-U38;16-19;1. stik;7;1;11109;63,01
2021-U38;16-19;2. stik;34;2;227097;14,97
2021-U38;16-19;3. stik;0;3;16;0,00
2021-U38;20-39;Uvaccinerede;418;0;343652;121,63
2021-U38;20-39;1. stik;90;1;85548;105,20
2021-U38;20-39;2. stik;203;2;1066006;19,04
2021-U38;20-39;3. stik;0;3;365;0,00
2021-U38;40-64;Uvaccinerede;193;0;168424;114,59
2021-U38;40-64;1. stik;19;1;25949;73,22
2021-U38;40-64;2. stik;421;2;1711967;24,59
2021-U38;40-64;3. stik;0;3;884;0,00
2021-U38;65-79;Uvaccinerede;19;0;30182;62,95
2021-U38;65-79;1. stik;4;1;2866;139,57
2021-U38;65-79;2. stik;180;2;853486;21,09
2021-U38;65-79;3. stik;0;3;853;0,00
2021-U38;80+;Uvaccinerede;3;0;9209;32,58
2021-U38;80+;1. stik;0;1;1044;0,00
2021-U38;80+;2. stik;76;2;248948;30,53
2021-U38;80+;3. stik;0;3;439;0,00
2021-U39;5-11;Uvaccinerede;709;0;436525;162,42
2021-U39;5-11;1. stik;0;1;25;0,00
2021-U39;5-11;2. stik;0;2;9;0,00
2021-U39;5-11;3. stik;0;3;0;0,00
2021-U39;12-15;Uvaccinerede;164;0;102240;160,41
2021-U39;12-15;1. stik;17;1;29099;58,42
2021-U39;12-15;2. stik;13;2;167685;7,75
2021-U39;12-15;3. stik;0;3;1;0,00
2021-U39;16-19;Uvaccinerede;78;0;40961;190,43
2021-U39;16-19;1. stik;4;1;9387;42,61
2021-U39;16-19;2. stik;32;2;229212;13,96
2021-U39;16-19;3. stik;0;3;44;0,00
2021-U39;20-39;Uvaccinerede;465;0;339963;136,78
2021-U39;20-39;1. stik;91;1;69828;130,32
2021-U39;20-39;2. stik;289;2;1084750;26,64
2021-U39;20-39;3. stik;0;3;1032;0,00
2021-U39;40-64;Uvaccinerede;244;0;167186;145,95
2021-U39;40-64;1. stik;34;1;22348;152,14
2021-U39;40-64;2. stik;550;2;1711268;32,14
2021-U39;40-64;3. stik;3;3;6422;46,71
2021-U39;65-79;Uvaccinerede;14;0;29985;46,69
2021-U39;65-79;1. stik;5;1;2632;189,97
2021-U39;65-79;2. stik;192;2;844210;22,74
2021-U39;65-79;3. stik;1;3;10560;9,47
2021-U39;80+;Uvaccinerede;4;0;9142;43,75
2021-U39;80+;1. stik;2;1;967;206,83
2021-U39;80+;2. stik;49;2;242084;20,24
2021-U39;80+;3. stik;1;3;7447;13,43
2021-U40;5-11;Uvaccinerede;955;0;436525;218,77
2021-U40;5-11;1. stik;0;1;22;0,00
2021-U40;5-11;2. stik;0;2;12;0,00
2021-U40;5-11;3. stik;0;3;0;0,00
2021-U40;12-15;Uvaccinerede;228;0;100275;227,37
2021-U40;12-15;1. stik;10;1;21860;45,75
2021-U40;12-15;2. stik;17;2;176889;9,61
2021-U40;12-15;3. stik;0;3;2;0,00
2021-U40;16-19;Uvaccinerede;82;0;40581;202,07
2021-U40;16-19;1. stik;4;1;8046;49,71
2021-U40;16-19;2. stik;72;2;230898;31,18
2021-U40;16-19;3. stik;0;3;80;0,00
2021-U40;20-39;Uvaccinerede;630;0;336954;186,97
2021-U40;20-39;1. stik;119;1;57973;205,27
2021-U40;20-39;2. stik;383;2;1098834;34,86
2021-U40;20-39;3. stik;0;3;1811;0,00
2021-U40;40-64;Uvaccinerede;256;0;166144;154,08
2021-U40;40-64;1. stik;34;1;19484;174,50
2021-U40;40-64;2. stik;803;2;1710236;46,95
2021-U40;40-64;3. stik;1;3;11360;8,80
2021-U40;65-79;Uvaccinerede;16;0;29850;53,60
2021-U40;65-79;1. stik;3;1;2337;128,37
2021-U40;65-79;2. stik;280;2;834815;33,54
2021-U40;65-79;3. stik;4;3;20385;19,62
2021-U40;80+;Uvaccinerede;3;0;9106;32,95
2021-U40;80+;1. stik;3;1;869;345,22
2021-U40;80+;2. stik;77;2;231353;33,28
2021-U40;80+;3. stik;3;3;18311;16,38
2021-U41;5-11;Uvaccinerede;1051;0;436525;240,77
2021-U41;5-11;1. stik;0;1;21;0,00
2021-U41;5-11;2. stik;0;2;13;0,00
2021-U41;5-11;3. stik;0;3;0;0,00
2021-U41;12-15;Uvaccinerede;231;0;98448;234,64
2021-U41;12-15;1. stik;10;1;17539;57,02
2021-U41;12-15;2. stik;30;2;183036;16,39
2021-U41;12-15;3. stik;0;3;2;0,00
2021-U41;16-19;Uvaccinerede;97;0;40256;240,96
2021-U41;16-19;1. stik;12;1;7153;167,76
2021-U41;16-19;2. stik;81;2;232068;34,90
2021-U41;16-19;3. stik;0;3;127;0,00
2021-U41;20-39;Uvaccinerede;714;0;333991;213,78
2021-U41;20-39;1. stik;111;1;50490;219,85
2021-U41;20-39;2. stik;573;2;1107997;51,71
2021-U41;20-39;3. stik;1;3;3095;32,31
2021-U41;40-64;Uvaccinerede;331;0;165123;200,46
2021-U41;40-64;1. stik;29;1;17579;164,97
2021-U41;40-64;2. stik;1123;2;1709146;65,71
2021-U41;40-64;3. stik;5;3;15376;32,52
2021-U41;65-79;Uvaccinerede;14;0;29738;47,08
2021-U41;65-79;1. stik;4;1;2119;188,77
2021-U41;65-79;2. stik;423;2;828994;51,03
2021-U41;65-79;3. stik;6;3;26536;22,61
2021-U41;80+;Uvaccinerede;10;0;9086;110,06
2021-U41;80+;1. stik;1;1;787;127,06
2021-U41;80+;2. stik;85;2;224576;37,85
2021-U41;80+;3. stik;6;3;25190;23,82
2021-U42;5-11;Uvaccinerede;1259;0;436524;288,41
2021-U42;5-11;1. stik;0;1;19;0,00
2021-U42;5-11;2. stik;0;2;15;0,00
2021-U42;5-11;3. stik;0;3;0;0,00
2021-U42;12-15;Uvaccinerede;377;0;96679;389,95
2021-U42;12-15;1. stik;22;1;15321;143,59
2021-U42;12-15;2. stik;54;2;187023;28,87
2021-U42;12-15;3. stik;0;3;2;0,00
2021-U42;16-19;Uvaccinerede;164;0;39966;410,35
2021-U42;16-19;1. stik;8;1;6541;122,31
2021-U42;16-19;2. stik;138;2;232903;59,25
2021-U42;16-19;3. stik;0;3;195;0,00
2021-U42;20-39;Uvaccinerede;1287;0;330958;388,87
2021-U42;20-39;1. stik;194;1;46835;414,22
2021-U42;20-39;2. stik;1063;2;1108989;95,85
2021-U42;20-39;3. stik;6;3;8790;68,26
2021-U42;40-64;Uvaccinerede;498;0;164148;303,38
2021-U42;40-64;1. stik;51;1;16469;309,67
2021-U42;40-64;2. stik;2216;2;1706339;129,87
2021-U42;40-64;3. stik;9;3;20269;44,40
2021-U42;65-79;Uvaccinerede;35;0;29628;118,13
2021-U42;65-79;1. stik;3;1;2006;149,55
2021-U42;65-79;2. stik;915;2;826800;110,67
2021-U42;65-79;3. stik;17;3;28953;58,72
2021-U42;80+;Uvaccinerede;11;0;9066;121,33
2021-U42;80+;1. stik;2;1;759;263,50
2021-U42;80+;2. stik;201;2;213296;94,24
2021-U42;80+;3. stik;11;3;36519;30,12
2021-U43;5-11;Uvaccinerede;1795;0;436522;411,20
2021-U43;5-11;1. stik;0;1;19;0,00
2021-U43;5-11;2. stik;0;2;18;0,00
2021-U43;5-11;3. stik;0;3;0;0,00
2021-U43;12-15;Uvaccinerede;520;0;94300;551,43
2021-U43;12-15;1. stik;20;1;14536;137,59
2021-U43;12-15;2. stik;86;2;190187;45,22
2021-U43;12-15;3. stik;0;3;3;0,00
2021-U43;16-19;Uvaccinerede;261;0;39610;658,92
2021-U43;16-19;1. stik;13;1;6215;209,17
2021-U43;16-19;2. stik;288;2;233447;123,37
2021-U43;16-19;3. stik;0;3;332;0,00
2021-U43;20-39;Uvaccinerede;1625;0;327193;496,65
2021-U43;20-39;1. stik;223;1;44896;496,70
2021-U43;20-39;2. stik;1604;2;1108098;144,75
2021-U43;20-39;3. stik;5;3;15386;32,50
2021-U43;40-64;Uvaccinerede;712;0;162856;437,20
2021-U43;40-64;1. stik;62;1;15899;389,96
2021-U43;40-64;2. stik;2908;2;1699890;171,07
2021-U43;40-64;3. stik;29;3;28579;101,47
2021-U43;65-79;Uvaccinerede;51;0;29470;173,06
2021-U43;65-79;1. stik;5;1;1941;257,60
2021-U43;65-79;2. stik;1165;2;825286;141,16
2021-U43;65-79;3. stik;11;3;30689;35,84
2021-U43;80+;Uvaccinerede;13;0;9037;143,85
2021-U43;80+;1. stik;1;1;739;135,32
2021-U43;80+;2. stik;236;2;196833;119,90
2021-U43;80+;3. stik;15;3;53030;28,29
2021-U44;5-11;Uvaccinerede;3733;0;436521;855,17
2021-U44;5-11;1. stik;0;1;19;0,00
2021-U44;5-11;2. stik;0;2;19;0,00
2021-U44;5-11;3. stik;0;3;0;0,00
2021-U44;12-15;Uvaccinerede;655;0;91038;719,48
2021-U44;12-15;1. stik;50;1;15407;324,53
2021-U44;12-15;2. stik;142;2;192574;73,74
2021-U44;12-15;3. stik;0;3;6;0,00
2021-U44;16-19;Uvaccinerede;244;0;39119;623,74
2021-U44;16-19;1. stik;19;1;6236;304,68
2021-U44;16-19;2. stik;345;2;233650;147,66
2021-U44;16-19;3. stik;0;3;600;0,00
2021-U44;20-39;Uvaccinerede;1812;0;322200;562,38
2021-U44;20-39;1. stik;269;1;45195;595,20
2021-U44;20-39;2. stik;2081;2;1101721;188,89
2021-U44;20-39;3. stik;13;3;26457;49,14
2021-U44;40-64;Uvaccinerede;831;0;161144;515,69
2021-U44;40-64;1. stik;77;1;16166;476,31
2021-U44;40-64;2. stik;3670;2;1674570;219,16
2021-U44;40-64;3. stik;36;3;55345;65,05
2021-U44;65-79;Uvaccinerede;43;0;29275;146,88
2021-U44;65-79;1. stik;5;1;1979;252,65
2021-U44;65-79;2. stik;1306;2;811434;160,95
2021-U44;65-79;3. stik;30;3;44699;67,12
2021-U44;80+;Uvaccinerede;14;0;9000;155,56
2021-U44;80+;1. stik;1;1;731;136,80
2021-U44;80+;2. stik;269;2;180197;149,28
2021-U44;80+;3. stik;28;3;69712;40,17
2021-U45;5-11;Uvaccinerede;5255;0;436517;1203,85
2021-U45;5-11;1. stik;0;1;23;0,00
2021-U45;5-11;2. stik;0;2;19;0,00
2021-U45;5-11;3. stik;0;3;0;0,00
2021-U45;12-15;Uvaccinerede;942;0;86079;1094,34
2021-U45;12-15;1. stik;101;1;17868;565,26
2021-U45;12-15;2. stik;236;2;195066;120,98
2021-U45;12-15;3. stik;0;3;12;0,00
2021-U45;16-19;Uvaccinerede;356;0;38173;932,60
2021-U45;16-19;1. stik;38;1;6710;566,32
2021-U45;16-19;2. stik;439;2;233822;187,75
2021-U45;16-19;3. stik;1;3;900;111,11
2021-U45;20-39;Uvaccinerede;2237;0;313096;714,48
2021-U45;20-39;1. stik;434;1;50026;867,55
2021-U45;20-39;2. stik;3303;2;1093664;302,01
2021-U45;20-39;3. stik;28;3;38787;72,19
2021-U45;40-64;Uvaccinerede;1128;0;157867;714,53
2021-U45;40-64;1. stik;102;1;18016;566,16
2021-U45;40-64;2. stik;5351;2;1642691;325,75
2021-U45;40-64;3. stik;83;3;88651;93,63
2021-U45;65-79;Uvaccinerede;70;0;28945;241,84
2021-U45;65-79;1. stik;8;1;2152;371,75
2021-U45;65-79;2. stik;1716;2;792161;216,62
2021-U45;65-79;3. stik;41;3;64129;63,93
2021-U45;80+;Uvaccinerede;18;0;8928;201,61
2021-U45;80+;1. stik;3;1;757;396,30
2021-U45;80+;2. stik;328;2;163551;200,55
2021-U45;80+;3. stik;33;3;86404;38,19
2021-U46;5-11;Uvaccinerede;6202;0;436502;1420,84
2021-U46;5-11;1. stik;0;1;38;0,00
2021-U46;5-11;2. stik;0;2;19;0,00
2021-U46;5-11;3. stik;0;3;0;0,00
2021-U46;12-15;Uvaccinerede;1028;0;79684;1290,10
2021-U46;12-15;1. stik;182;1;22145;821,86
2021-U46;12-15;2. stik;314;2;197175;159,25
2021-U46;12-15;3. stik;0;3;23;0,00
2021-U46;16-19;Uvaccinerede;405;0;36486;1110,01
2021-U46;16-19;1. stik;58;1;7917;732,60
2021-U46;16-19;2. stik;664;2;233954;283,82
2021-U46;16-19;3. stik;2;3;1248;160,26
2021-U46;20-39;Uvaccinerede;2727;0;299355;910,96
2021-U46;20-39;1. stik;555;1;59667;930,16
2021-U46;20-39;2. stik;4073;2;1086169;374,99
2021-U46;20-39;3. stik;59;3;50381;117,11
2021-U46;40-64;Uvaccinerede;1373;0;152834;898,36
2021-U46;40-64;1. stik;194;1;21652;895,99
2021-U46;40-64;2. stik;6697;2;1615605;414,52
2021-U46;40-64;3. stik;153;3;117134;130,62
2021-U46;65-79;Uvaccinerede;99;0;28506;347,30
2021-U46;65-79;1. stik;3;1;2441;122,90
2021-U46;65-79;2. stik;2108;2;773832;272,41
2021-U46;65-79;3. stik;78;3;82608;94,42
2021-U46;80+;Uvaccinerede;25;0;8828;283,19
2021-U46;80+;1. stik;2;1;813;246,00
2021-U46;80+;2. stik;354;2;145656;243,04
2021-U46;80+;3. stik;75;3;104343;71,88
2021-U47;5-11;Uvaccinerede;6649;0;436486;1523,30
2021-U47;5-11;1. stik;0;1;54;0,00
2021-U47;5-11;2. stik;0;2;19;0,00
2021-U47;5-11;3. stik;0;3;0;0,00
2021-U47;12-15;Uvaccinerede;966;0;74962;1288,65
2021-U47;12-15;1. stik;177;1;24931;709,96
2021-U47;12-15;2. stik;337;2;199090;169,27
2021-U47;12-15;3. stik;0;3;42;0,00
2021-U47;16-19;Uvaccinerede;419;0;35119;1193,09
2021-U47;16-19;1. stik;67;1;8693;770,74
2021-U47;16-19;2. stik;641;2;234213;273,68
2021-U47;16-19;3. stik;2;3;1580;126,58
2021-U47;20-39;Uvaccinerede;2637;0;289265;911,62
2021-U47;20-39;1. stik;555;1;64913;854,99
2021-U47;20-39;2. stik;4016;2;1078937;372,22
2021-U47;20-39;3. stik;106;3;62458;169,71
2021-U47;40-64;Uvaccinerede;1313;0;149347;879,16
2021-U47;40-64;1. stik;180;1;23572;763,62
2021-U47;40-64;2. stik;7131;2;1591477;448,07
2021-U47;40-64;3. stik;195;3;142829;136,53
2021-U47;65-79;Uvaccinerede;102;0;28169;362,10
2021-U47;65-79;1. stik;9;1;2621;343,38
2021-U47;65-79;2. stik;2301;2;754351;305,03
2021-U47;65-79;3. stik;81;3;102245;79,22
2021-U47;80+;Uvaccinerede;31;0;8744;354,53
2021-U47;80+;1. stik;2;1;853;234,47
2021-U47;80+;2. stik;330;2;121936;270,63
2021-U47;80+;3. stik;49;3;128107;38,25
2021-U48;5-11;Uvaccinerede;7627;0;429558;1775,55
2021-U48;5-11;1. stik;132;1;6980;1891,12
2021-U48;5-11;2. stik;0;2;20;0,00
2021-U48;5-11;3. stik;0;3;1;0,00
2021-U48;12-15;Uvaccinerede;1046;0;70974;1473,78
2021-U48;12-15;1. stik;189;1;26454;714,45
2021-U48;12-15;2. stik;418;2;201538;207,41
2021-U48;12-15;3. stik;0;3;60;0,00
2021-U48;16-19;Uvaccinerede;485;0;33482;1448,54
2021-U48;16-19;1. stik;78;1;9643;808,88
2021-U48;16-19;2. stik;972;2;234554;414,40
2021-U48;16-19;3. stik;2;3;1926;103,84
2021-U48;20-39;Uvaccinerede;3062;0;279629;1095,02
2021-U48;20-39;1. stik;650;1;68859;943,96
2021-U48;20-39;2. stik;5170;2;1073262;481,71
2021-U48;20-39;3. stik;139;3;73823;188,29
2021-U48;40-64;Uvaccinerede;1551;0;146066;1061,85
2021-U48;40-64;1. stik;192;1;24979;768,65
2021-U48;40-64;2. stik;8656;2;1570741;551,08
2021-U48;40-64;3. stik;255;3;165440;154,13
2021-U48;65-79;Uvaccinerede;103;0;27841;369,96
2021-U48;65-79;1. stik;7;1;2782;251,62
2021-U48;65-79;2. stik;2286;2;710234;321,87
2021-U48;65-79;3. stik;149;3;146530;101,69
2021-U48;80+;Uvaccinerede;15;0;8667;173,07
2021-U48;80+;1. stik;2;1;882;226,76
2021-U48;80+;2. stik;241;2;94770;254,30
2021-U48;80+;3. stik;110;3;155321;70,82
2021-U49;5-11;Uvaccinerede;9092;0;392708;2315,21
2021-U49;5-11;1. stik;1203;1;43830;2744,70
2021-U49;5-11;2. stik;0;2;21;0,00
2021-U49;5-11;3. stik;0;3;1;0,00
2021-U49;12-15;Uvaccinerede;1347;0;67110;2007,15
2021-U49;12-15;1. stik;289;1;27343;1056,94
2021-U49;12-15;2. stik;756;2;204499;369,68
2021-U49;12-15;3. stik;0;3;73;0,00
2021-U49;16-19;Uvaccinerede;561;0;31990;1753,67
2021-U49;16-19;1. stik;102;1;10468;974,40
2021-U49;16-19;2. stik;1758;2;234903;748,39
2021-U49;16-19;3. stik;1;3;2244;44,56
2021-U49;20-39;Uvaccinerede;3733;0;270599;1379,53
2021-U49;20-39;1. stik;904;1;72193;1252,20
2021-U49;20-39;2. stik;8792;2;1069336;822,19
2021-U49;20-39;3. stik;321;3;83445;384,68
2021-U49;40-64;Uvaccinerede;1816;0;142892;1270,89
2021-U49;40-64;1. stik;282;1;26210;1075,93
2021-U49;40-64;2. stik;12271;2;1552884;790,21
2021-U49;40-64;3. stik;507;3;185240;273,70
2021-U49;65-79;Uvaccinerede;123;0;27496;447,34
2021-U49;65-79;1. stik;12;1;2945;407,47
2021-U49;65-79;2. stik;2330;2;594658;391,82
2021-U49;65-79;3. stik;274;3;262288;104,47
2021-U49;80+;Uvaccinerede;31;0;8572;361,64
2021-U49;80+;1. stik;6;1;927;647,25
2021-U49;80+;2. stik;207;2;71652;288,90
2021-U49;80+;3. stik;173;3;178489;96,92
2021-U50;5-11;Uvaccinerede;8239;0;329829;2497,96
2021-U50;5-11;1. stik;2960;1;106704;2774,03
2021-U50;5-11;2. stik;0;2;25;0,00
2021-U50;5-11;3. stik;0;3;1;0,00
2021-U50;12-15;Uvaccinerede;1427;0;63012;2264,65
2021-U50;12-15;1. stik;376;1;26976;1393,83
2021-U50;12-15;2. stik;2011;2;208947;962,45
2021-U50;12-15;3. stik;1;3;90;1111,11
2021-U50;16-19;Uvaccinerede;655;0;30986;2113,86
2021-U50;16-19;1. stik;151;1;10352;1458,66
2021-U50;16-19;2. stik;4711;2;235662;1999,05
2021-U50;16-19;3. stik;8;3;2606;306,98
2021-U50;20-39;Uvaccinerede;4811;0;263630;1824,91
2021-U50;20-39;1. stik;1320;1;70997;1859,23
2021-U50;20-39;2. stik;19202;2;1067403;1798,95
2021-U50;20-39;3. stik;698;3;93543;746,18
2021-U50;40-64;Uvaccinerede;2194;0;140252;1564,33
2021-U50;40-64;1. stik;337;1;25792;1306,61
2021-U50;40-64;2. stik;19934;2;1535221;1298,44
2021-U50;40-64;3. stik;1211;3;205960;587,98
2021-U50;65-79;Uvaccinerede;144;0;27021;532,92
2021-U50;65-79;1. stik;14;1;3134;446,71
2021-U50;65-79;2. stik;2197;2;453975;483,95
2021-U50;65-79;3. stik;704;3;403256;174,58
2021-U50;80+;Uvaccinerede;31;0;8411;368,56
2021-U50;80+;1. stik;6;1;1018;589,39
2021-U50;80+;2. stik;191;2;52620;362,98
2021-U50;80+;3. stik;304;3;197591;153,85
2021-U51;5-11;Uvaccinerede;4198;0;276008;1520,97
2021-U51;5-11;1. stik;2384;1;160511;1485,26
2021-U51;5-11;2. stik;0;2;39;0,00
2021-U51;5-11;3. stik;0;3;1;0,00
2021-U51;12-15;Uvaccinerede;1076;0;59051;1822,15
2021-U51;12-15;1. stik;340;1;25227;1347,76
2021-U51;12-15;2. stik;2478;2;214640;1154,49
2021-U51;12-15;3. stik;2;3;107;1869,16
2021-U51;16-19;Uvaccinerede;678;0;30022;2258,34
2021-U51;16-19;1. stik;168;1;9753;1722,55
2021-U51;16-19;2. stik;5898;2;236710;2491,66
2021-U51;16-19;3. stik;17;3;3119;545,05
2021-U51;20-39;Uvaccinerede;4854;0;257271;1886,73
2021-U51;20-39;1. stik;1378;1;65709;2097,13
2021-U51;20-39;2. stik;22378;2;1066320;2098,62
2021-U51;20-39;3. stik;1123;3;106273;1056,71
2021-U51;40-64;Uvaccinerede;2129;0;137728;1545,80
2021-U51;40-64;1. stik;353;1;23800;1483,19
2021-U51;40-64;2. stik;22369;2;1488097;1503,20
2021-U51;40-64;3. stik;2361;3;257599;916,54
2021-U51;65-79;Uvaccinerede;159;0;26472;600,63
2021-U51;65-79;1. stik;19;1;3248;584,98
2021-U51;65-79;2. stik;1565;2;299899;521,84
2021-U51;65-79;3. stik;1506;3;557768;270,00
2021-U51;80+;Uvaccinerede;45;0;8208;548,25
2021-U51;80+;1. stik;9;1;1127;798,58
2021-U51;80+;2. stik;139;2;36421;381,65
2021-U51;80+;3. stik;443;3;213884;207,12
2021-U52;5-11;Uvaccinerede;5931;0;258674;2292,85
2021-U52;5-11;1. stik;3694;1;177745;2078,26
2021-U52;5-11;2. stik;3;2;140;2142,86
2021-U52;5-11;3. stik;0;3;1;0,00
2021-U52;12-15;Uvaccinerede;1585;0;57249;2768,61
2021-U52;12-15;1. stik;505;1;21891;2306,88
2021-U52;12-15;2. stik;4523;2;219728;2058,45
2021-U52;12-15;3. stik;2;3;157;1273,89
2021-U52;16-19;Uvaccinerede;1063;0;29490;3604,61
2021-U52;16-19;1. stik;255;1;8845;2882,98
2021-U52;16-19;2. stik;8119;2;236754;3429,30
2021-U52;16-19;3. stik;64;3;4515;1417,50
2021-U52;20-39;Uvaccinerede;8443;0;253840;3326,11
2021-U52;20-39;1. stik;2022;1;57410;3522,03
2021-U52;20-39;2. stik;35241;2;1057928;3331,13
2021-U52;20-39;3. stik;2313;3;126395;1829,98
2021-U52;40-64;Uvaccinerede;3530;0;136495;2586,18
2021-U52;40-64;1. stik;521;1;20979;2483,44
2021-U52;40-64;2. stik;25118;2;1102332;2278,62
2021-U52;40-64;3. stik;10481;3;647419;1618,89
2021-U52;65-79;Uvaccinerede;274;0;26225;1044,80
2021-U52;65-79;1. stik;36;1;3071;1172,26
2021-U52;65-79;2. stik;1741;2;149423;1165,15
2021-U52;65-79;3. stik;5834;3;708667;823,24
2021-U52;80+;Uvaccinerede;54;0;8117;665,27
2021-U52;80+;1. stik;12;1;1094;1096,89
2021-U52;80+;2. stik;199;2;23076;862,37
2021-U52;80+;3. stik;1689;3;227353;742,90
2022-U01;5-11;Uvaccinerede;7204;0;245866;2930,05
2022-U01;5-11;1. stik;4290;1;186369;2301,88
2022-U01;5-11;2. stik;70;2;4322;1619,62
2022-U01;5-11;3. stik;0;3;3;0,00
2022-U01;12-15;Uvaccinerede;2270;0;55677;4077,09
2022-U01;12-15;1. stik;568;1;19195;2959,10
2022-U01;12-15;2. stik;6181;2;223858;2761,13
2022-U01;12-15;3. stik;3;3;295;1016,95
2022-U01;16-19;Uvaccinerede;1853;0;29106;6366,38
2022-U01;16-19;1. stik;389;1;7615;5108,34
2022-U01;16-19;2. stik;14175;2;225900;6274,90
2022-U01;16-19;3. stik;498;3;16984;2932,17
2022-U01;20-39;Uvaccinerede;9973;0;251166;3970,68
2022-U01;20-39;1. stik;2066;1;49939;4137,05
2022-U01;20-39;2. stik;37965;2;1021164;3717,82
2022-U01;20-39;3. stik;3677;3;173304;2121,71
2022-U01;40-64;Uvaccinerede;3497;0;135568;2579,52
2022-U01;40-64;1. stik;454;1;18356;2473,31
2022-U01;40-64;2. stik;13418;2;586857;2286,42
2022-U01;40-64;3. stik;16780;3;1166444;1438,56
2022-U01;65-79;Uvaccinerede;221;0;26041;848,66
2022-U01;65-79;1. stik;28;1;2867;976,63
2022-U01;65-79;2. stik;586;2;64489;908,68
2022-U01;65-79;3. stik;4029;3;793989;507,44
2022-U01;80+;Uvaccinerede;66;0;8035;821,41
2022-U01;80+;1. stik;14;1;1054;1328,27
2022-U01;80+;2. stik;97;2;13844;700,66
2022-U01;80+;3. stik;1226;3;236706;517,94
2022-U02;5-11;Uvaccinerede;16828;0;236452;7116,88
2022-U02;5-11;1. stik;10795;1;172793;6247,36
2022-U02;5-11;2. stik;1484;2;27312;5433,51
2022-U02;5-11;3. stik;0;3;3;0,00
