Dato,Antal 1. stik,Antal 2. stik,Antal 3. stik,Antal 4. stik,Antal borgere,Samlet antal 1. stik,Samlet antal 2. stik,Samlet antal 3. stik,Samlet antal 4. stik,Samlet dækning 1. stik (%),Samlet dækning 2. stik (%),Samlet dækning 3. stik (%),Samlet dækning 4. stik (%)
10/23/22,8,10,142,16192,5935592,4797779,4716321,3647265,1341278,80.8,79.5,61.4,22.6
10/24/22,26,22,481,43775,5935592,4797805,4716343,3647746,1385053,80.8,79.5,61.5,23.3
10/25/22,25,21,557,40723,5935592,4797830,4716364,3648303,1425776,80.8,79.5,61.5,24
10/26/22,21,44,610,40452,5935592,4797851,4716408,3648913,1466228,80.8,79.5,61.5,24.7
10/27/22,21,32,600,38867,5935592,4797872,4716440,3649513,1505095,80.8,79.5,61.5,25.4
10/28/22,44,21,433,28948,5935592,4797916,4716461,3649946,1534043,80.8,79.5,61.5,25.8
10/29/22,14,16,116,10490,5935592,4797930,4716477,3650062,1544533,80.8,79.5,61.5,26
10/30/22,6,8,79,7062,5935592,4797936,4716485,3650141,1551595,80.8,79.5,61.5,26.1
10/31/22,31,19,439,26256,5935592,4797967,4716504,3650580,1577851,80.8,79.5,61.5,26.6
11/1/22,16,13,392,20733,5935592,4797983,4716517,3650972,1598584,80.8,79.5,61.5,26.9
11/2/22,32,22,423,22592,5935592,4798015,4716539,3651395,1621176,80.8,79.5,61.5,27.3
11/3/22,19,21,423,20086,5935592,4798034,4716560,3651818,1641262,80.8,79.5,61.5,27.7
11/4/22,18,10,327,17072,5935592,4798052,4716570,3652145,1658334,80.8,79.5,61.5,27.9
11/5/22,8,9,136,8090,5935592,4798060,4716579,3652281,1666424,80.8,79.5,61.5,28.1
11/6/22,10,13,94,6591,5935592,4798070,4716592,3652375,1673015,80.8,79.5,61.5,28.2
11/7/22,38,29,374,19810,5935592,4798108,4716621,3652749,1692825,80.8,79.5,61.5,28.5
11/8/22,21,18,415,18116,5935592,4798129,4716639,3653164,1710941,80.8,79.5,61.5,28.8
11/9/22,23,30,409,17330,5935592,4798152,4716669,3653573,1728271,80.8,79.5,61.6,29.1
11/10/22,17,12,453,16843,5935592,4798169,4716681,3654026,1745114,80.8,79.5,61.6,29.4
11/11/22,15,16,320,13033,5935592,4798184,4716697,3654346,1758147,80.8,79.5,61.6,29.6
11/12/22,6,6,92,4121,5935592,4798190,4716703,3654438,1762268,80.8,79.5,61.6,29.7
11/13/22,5,10,60,3021,5935592,4798195,4716713,3654498,1765289,80.8,79.5,61.6,29.7
11/14/22,11,29,358,11705,5935592,4798206,4716742,3654856,1776994,80.8,79.5,61.6,29.9
11/15/22,21,31,316,10168,5935592,4798227,4716773,3655172,1787162,80.8,79.5,61.6,30.1
11/16/22,21,17,345,10377,5935592,4798248,4716790,3655517,1797539,80.8,79.5,61.6,30.3
11/17/22,17,12,282,8692,5935592,4798265,4716802,3655799,1806231,80.8,79.5,61.6,30.4
11/18/22,9,26,248,7220,5935592,4798274,4716828,3656047,1813451,80.8,79.5,61.6,30.6
11/19/22,4,5,61,1572,5935592,4798278,4716833,3656108,1815023,80.8,79.5,61.6,30.6
11/20/22,4,10,37,1112,5935592,4798282,4716843,3656145,1816135,80.8,79.5,61.6,30.6
11/21/22,12,22,270,7366,5935592,4798294,4716865,3656415,1823501,80.8,79.5,61.6,30.7
11/22/22,33,17,222,6026,5935592,4798327,4716882,3656637,1829527,80.8,79.5,61.6,30.8
11/23/22,18,19,252,5859,5935592,4798345,4716901,3656889,1835386,80.8,79.5,61.6,30.9
11/24/22,22,14,204,5530,5935592,4798367,4716915,3657093,1840916,80.8,79.5,61.6,31
11/25/22,27,19,209,4194,5935592,4798394,4716934,3657302,1845110,80.8,79.5,61.6,31.1
11/26/22,7,7,32,1071,5935592,4798401,4716941,3657334,1846181,80.8,79.5,61.6,31.1
11/27/22,1,6,27,670,5935592,4798402,4716947,3657361,1846851,80.8,79.5,61.6,31.1
11/28/22,19,39,220,5226,5935592,4798421,4716986,3657581,1852077,80.8,79.5,61.6,31.2
11/29/22,12,21,220,4717,5935592,4798433,4717007,3657801,1856794,80.8,79.5,61.6,31.3
11/30/22,20,30,225,4535,5935592,4798453,4717037,3658026,1861329,80.8,79.5,61.6,31.4
12/1/22,12,11,183,3484,5935592,4798465,4717048,3658209,1864813,80.8,79.5,61.6,31.4
12/2/22,9,6,114,2467,5935592,4798474,4717054,3658323,1867280,80.8,79.5,61.6,31.5
12/3/22,10,6,32,963,5935592,4798484,4717060,3658355,1868243,80.8,79.5,61.6,31.5
12/4/22,5,4,46,617,5935592,4798489,4717064,3658401,1868860,80.8,79.5,61.6,31.5
12/5/22,14,19,196,2924,5935592,4798503,4717083,3658597,1871784,80.8,79.5,61.6,31.5
12/6/22,11,13,192,2908,5935592,4798514,4717096,3658789,1874692,80.8,79.5,61.6,31.6
12/7/22,16,17,187,2776,5935592,4798530,4717113,3658976,1877468,80.8,79.5,61.6,31.6
12/8/22,5,13,176,2974,5935592,4798535,4717126,3659152,1880442,80.8,79.5,61.6,31.7
12/9/22,8,4,101,1682,5935592,4798543,4717130,3659253,1882124,80.8,79.5,61.6,31.7
12/10/22,4,2,34,663,5935592,4798547,4717132,3659287,1882787,80.8,79.5,61.6,31.7
12/11/22,5,9,26,609,5935592,4798552,4717141,3659313,1883396,80.8,79.5,61.7,31.7
12/12/22,12,18,176,2277,5935592,4798564,4717159,3659489,1885673,80.8,79.5,61.7,31.8
12/13/22,10,12,129,2145,5935592,4798574,4717171,3659618,1887818,80.8,79.5,61.7,31.8
12/14/22,12,10,159,1962,5935592,4798586,4717181,3659777,1889780,80.8,79.5,61.7,31.8
12/15/22,17,20,152,2050,5935592,4798603,4717201,3659929,1891830,80.8,79.5,61.7,31.9
12/16/22,8,8,86,1136,5935592,4798611,4717209,3660015,1892966,80.8,79.5,61.7,31.9
12/17/22,6,3,22,468,5935592,4798617,4717212,3660037,1893434,80.8,79.5,61.7,31.9
12/18/22,9,7,45,537,5935592,4798626,4717219,3660082,1893971,80.8,79.5,61.7,31.9
12/19/22,12,23,126,1373,5935592,4798638,4717242,3660208,1895344,80.8,79.5,61.7,31.9
12/20/22,11,5,104,1177,5935592,4798649,4717247,3660312,1896521,80.8,79.5,61.7,32
12/21/22,8,17,124,1125,5935592,4798657,4717264,3660436,1897646,80.8,79.5,61.7,32
12/22/22,11,13,66,1008,5935592,4798668,4717277,3660502,1898654,80.8,79.5,61.7,32
