Dato,Antal 1. stik,Antal 2. stik,Antal 3. stik,Antal 4. stik,Antal borgere,Samlet antal 1. stik,Samlet antal 2. stik,Samlet antal 3. stik,Samlet antal 4. stik,Samlet dækning 1. stik (%),Samlet dækning 2. stik (%),Samlet dækning 3. stik (%),Samlet dækning 4. stik (%)
12/8/20,1,0,0,0,5935592,1,0,0,0,0,0,0,0
12/11/20,1,0,0,0,5935592,2,0,0,0,0,0,0,0
12/15/20,1,0,0,0,5935592,3,0,0,0,0,0,0,0
12/16/20,1,0,0,0,5935592,4,0,0,0,0,0,0,0
12/17/20,2,0,0,0,5935592,6,0,0,0,0,0,0,0
12/18/20,1,0,0,0,5935592,7,0,0,0,0,0,0,0
12/19/20,1,0,0,0,5935592,8,0,0,0,0,0,0,0
12/20/20,2,0,0,0,5935592,10,0,0,0,0,0,0,0
12/21/20,3,0,0,0,5935592,13,0,0,0,0,0,0,0
12/22/20,5,0,0,0,5935592,18,0,0,0,0,0,0,0
12/23/20,5,0,0,0,5935592,23,0,0,0,0,0,0,0
12/24/20,4,0,0,0,5935592,27,0,0,0,0,0,0,0
12/26/20,5,0,0,0,5935592,32,0,0,0,0,0,0,0
12/27/20,5355,0,0,0,5935592,5387,0,0,0,0.09,0,0,0
12/28/20,1838,0,0,0,5935592,7225,0,0,0,0.12,0,0,0
12/29/20,7751,1,0,0,5935592,14976,1,0,0,0.25,0,0,0
12/30/20,9953,0,0,0,5935592,24929,1,0,0,0.42,0,0,0
12/31/20,5051,0,0,0,5935592,29980,1,0,0,0.51,0,0,0
1/1/21,1907,0,0,0,5935592,31887,1,0,0,0.54,0,0,0
1/2/21,7169,0,0,0,5935592,39056,1,0,0,0.66,0,0,0
1/3/21,4634,0,0,0,5935592,43690,1,0,0,0.74,0,0,0
1/4/21,2237,0,0,0,5935592,45927,1,0,0,0.77,0,0,0
1/5/21,11363,0,0,0,5935592,57290,1,0,0,0.97,0,0,0
1/6/21,16201,0,0,0,5935592,73491,1,0,0,1.24,0,0,0
1/7/21,14335,1,0,0,5935592,87826,2,0,0,1.48,0,0,0
1/8/21,6982,1,0,0,5935592,94808,3,0,0,1.6,0,0,0
1/9/21,1774,2,0,0,5935592,96582,5,0,0,1.63,0,0,0
1/10/21,819,0,0,0,5935592,97401,5,0,0,1.64,0,0,0
1/11/21,664,0,0,0,5935592,98065,5,0,0,1.65,0,0,0
1/12/21,467,2,0,0,5935592,98532,7,0,0,1.66,0,0,0
1/13/21,11372,6,0,0,5935592,109904,13,0,0,1.85,0,0,0
1/14/21,15579,1,0,0,5935592,125483,14,0,0,2.11,0,0,0
1/15/21,13048,5,0,0,5935592,138531,19,0,0,2.33,0,0,0
1/16/21,3918,10,0,0,5935592,142449,29,0,0,2.4,0,0,0
1/17/21,1976,553,0,0,5935592,144425,582,0,0,2.43,0.01,0,0
1/18/21,3272,1743,0,0,5935592,147697,2325,0,0,2.49,0.04,0,0
1/19/21,2159,1700,0,0,5935592,149856,4025,0,0,2.52,0.07,0,0
1/20/21,1322,1536,0,0,5935592,151178,5561,0,0,2.55,0.09,0,0
1/21/21,1355,1945,0,0,5935592,152533,7506,0,0,2.57,0.13,0,0
1/22/21,600,4754,0,0,5935592,153133,12260,0,0,2.58,0.21,0,0
1/23/21,606,5597,0,0,5935592,153739,17857,0,0,2.59,0.3,0,0
1/24/21,509,5075,0,0,5935592,154248,22932,0,0,2.6,0.39,0,0
1/25/21,269,2054,0,0,5935592,154517,24986,0,0,2.6,0.42,0,0
1/26/21,206,1470,0,0,5935592,154723,26456,0,0,2.61,0.45,0,0
1/27/21,212,3713,0,0,5935592,154935,30169,0,0,2.61,0.51,0,0
1/28/21,236,7378,0,0,5935592,155171,37547,0,0,2.61,0.63,0,0
1/29/21,969,15734,0,0,5935592,156140,53281,0,0,2.63,0.9,0,0
1/30/21,1033,10614,0,0,5935592,157173,63895,0,0,2.65,1.08,0,0
1/31/21,1065,9949,0,0,5935592,158238,73844,0,0,2.67,1.24,0,0
2/1/21,694,7029,0,0,5935592,158932,80873,0,0,2.68,1.36,0,0
2/2/21,1667,2661,0,0,5935592,160599,83534,0,0,2.71,1.41,0,0
2/3/21,1184,5548,0,0,5935592,161783,89082,0,0,2.73,1.5,0,0
2/4/21,1166,9658,0,0,5935592,162949,98740,0,0,2.75,1.66,0,0
2/5/21,1404,11702,0,0,5935592,164353,110442,0,0,2.77,1.86,0,0
2/6/21,877,5820,0,0,5935592,165230,116262,0,0,2.78,1.96,0,0
2/7/21,1572,3122,0,0,5935592,166802,119384,0,0,2.81,2.01,0,0
2/8/21,2130,6239,0,0,5935592,168932,125623,0,0,2.85,2.12,0,0
2/9/21,3093,4268,0,0,5935592,172025,129891,0,0,2.9,2.19,0,0
2/10/21,3064,3446,0,0,5935592,175089,133337,0,0,2.95,2.25,0,0
2/11/21,5442,2234,0,0,5935592,180531,135571,0,0,3.04,2.28,0,0
2/12/21,11345,7345,0,0,5935592,191876,142916,0,0,3.23,2.41,0,0
2/13/21,5975,832,0,0,5935592,197851,143748,0,0,3.33,2.42,0,0
2/14/21,5700,544,0,0,5935592,203551,144292,0,0,3.43,2.43,0,0
2/15/21,12353,2993,0,0,5935592,215904,147285,0,0,3.64,2.48,0,0
2/16/21,11924,1242,0,0,5935592,227828,148527,0,0,3.84,2.5,0,0
2/17/21,9488,373,0,0,5935592,237316,148900,0,0,4,2.51,0,0
2/18/21,10722,306,0,0,5935592,248038,149206,0,0,4.18,2.51,0,0
2/19/21,12961,880,0,0,5935592,260999,150086,0,0,4.4,2.53,0,0
2/20/21,9468,504,0,0,5935592,270467,150590,0,0,4.56,2.54,0,0
2/21/21,9814,325,0,0,5935592,280281,150915,0,0,4.72,2.54,0,0
2/22/21,12599,1039,0,0,5935592,292880,151954,0,0,4.93,2.56,0,0
2/23/21,13507,1748,1,0,5935592,306387,153702,1,0,5.16,2.59,0,0
2/24/21,12857,1608,1,0,5935592,319244,155310,2,0,5.38,2.62,0,0
2/25/21,14074,548,1,0,5935592,333318,155858,3,0,5.62,2.63,0,0
2/26/21,34433,981,1,0,5935592,367751,156839,4,0,6.2,2.64,0,0
2/27/21,6229,1173,1,0,5935592,373980,158012,5,0,6.3,2.66,0,0
2/28/21,10165,1169,2,0,5935592,384145,159181,7,0,6.47,2.68,0,0
3/1/21,18477,949,2,0,5935592,402622,160130,9,0,6.78,2.7,0,0
3/2/21,16027,1153,1,0,5935592,418649,161283,10,0,7.05,2.72,0,0
3/3/21,12597,908,1,0,5935592,431246,162191,11,0,7.27,2.73,0,0
3/4/21,16910,1679,1,0,5935592,448156,163870,12,0,7.55,2.76,0,0
3/5/21,15782,5072,0,0,5935592,463938,168942,12,0,7.82,2.85,0,0
3/6/21,13946,3459,0,0,5935592,477884,172401,12,0,8.05,2.9,0,0
3/7/21,11270,3741,0,0,5935592,489154,176142,12,0,8.24,2.97,0,0
3/8/21,9103,5741,0,0,5935592,498257,181883,12,0,8.39,3.06,0,0
3/9/21,10425,6227,11,0,5935592,508682,188110,23,0,8.57,3.17,0,0
3/10/21,11564,6319,2,0,5935592,520246,194429,25,0,8.76,3.28,0,0
3/11/21,4182,6995,1,0,5935592,524428,201424,26,0,8.84,3.39,0,0
3/12/21,3040,9337,0,0,5935592,527468,210761,26,0,8.89,3.55,0,0
3/13/21,4274,5207,1,0,5935592,531742,215968,27,0,8.96,3.64,0,0
3/14/21,1143,8507,1,0,5935592,532885,224475,28,0,8.98,3.78,0,0
3/15/21,2637,8991,1,0,5935592,535522,233466,29,0,9.02,3.93,0,0
3/16/21,6346,8526,0,0,5935592,541868,241992,29,0,9.13,4.08,0,0
3/17/21,10169,8254,0,0,5935592,552037,250246,29,0,9.3,4.22,0,0
3/18/21,13833,6577,0,0,5935592,565870,256823,29,0,9.53,4.33,0,0
3/19/21,7386,10776,0,0,5935592,573256,267599,29,0,9.66,4.51,0,0
3/20/21,2888,4414,0,0,5935592,576144,272013,29,0,9.71,4.58,0,0
3/21/21,4764,4359,0,0,5935592,580908,276372,29,0,9.79,4.66,0,0
3/22/21,3949,7129,0,0,5935592,584857,283501,29,0,9.85,4.78,0,0
3/23/21,5757,7054,2,0,5935592,590614,290555,31,0,9.95,4.9,0,0
3/24/21,9355,12471,1,0,5935592,599969,303026,32,0,10.1,5.11,0,0
3/25/21,7369,7814,2,0,5935592,607338,310840,34,0,10.2,5.24,0,0
3/26/21,5865,7270,0,0,5935592,613203,318110,34,0,10.3,5.36,0,0
3/27/21,9536,2906,0,0,5935592,622739,321016,34,0,10.5,5.41,0,0
3/28/21,10342,2614,1,0,5935592,633081,323630,35,0,10.7,5.45,0,0
3/29/21,17212,5719,1,0,5935592,650293,329349,36,0,11,5.55,0,0
3/30/21,20777,5608,4,0,5935592,671070,334957,40,0,11.3,5.64,0,0
3/31/21,12632,8959,0,0,5935592,683702,343916,40,0,11.5,5.79,0,0
4/1/21,4118,6411,1,0,5935592,687820,350327,41,0,11.6,5.9,0,0
4/2/21,4784,6471,0,0,5935592,692604,356798,41,0,11.7,6.01,0,0
4/3/21,11674,2047,1,0,5935592,704278,358845,42,0,11.9,6.05,0,0
4/4/21,11316,1672,0,0,5935592,715594,360517,42,0,12.1,6.07,0,0
4/5/21,11991,1248,0,0,5935592,727585,361765,42,0,12.3,6.09,0,0
4/6/21,15610,5642,6,0,5935592,743195,367407,48,0,12.5,6.19,0,0
4/7/21,16202,7573,2,0,5935592,759397,374980,50,0,12.8,6.32,0,0
4/8/21,13459,7861,0,0,5935592,772856,382841,50,0,13,6.45,0,0
4/9/21,16057,8088,3,0,5935592,788913,390929,53,0,13.3,6.59,0,0
4/10/21,16383,5158,0,0,5935592,805296,396087,53,0,13.6,6.67,0,0
4/11/21,14638,3739,0,0,5935592,819934,399826,53,0,13.8,6.74,0,0
4/12/21,92104,11023,1,0,5935592,912038,410849,54,0,15.4,6.92,0,0
4/13/21,18210,5841,1,0,5935592,930248,416690,55,0,15.7,7.02,0,0
4/14/21,11244,10560,4,0,5935592,941492,427250,59,0,15.9,7.2,0,0
4/15/21,15060,8619,3,0,5935592,956552,435869,62,0,16.1,7.34,0,0
4/16/21,17069,7752,2,1,5935592,973621,443621,64,1,16.4,7.47,0,0
4/17/21,18473,2641,0,0,5935592,992094,446262,64,1,16.7,7.52,0,0
4/18/21,14283,4906,0,0,5935592,1006377,451168,64,1,17,7.6,0,0
4/19/21,24404,13769,1,0,5935592,1030781,464937,65,1,17.4,7.83,0,0
4/20/21,21694,16202,2,0,5935592,1052475,481139,67,1,17.7,8.11,0,0
4/21/21,22188,12244,1,0,5935592,1074663,493383,68,1,18.1,8.31,0,0
4/22/21,27843,5181,4,0,5935592,1102506,498564,72,1,18.6,8.4,0,0
4/23/21,21849,10839,2,0,5935592,1124355,509403,74,1,18.9,8.58,0,0
4/24/21,14682,7348,0,0,5935592,1139037,516751,74,1,19.2,8.71,0,0
4/25/21,15034,5143,1,0,5935592,1154071,521894,75,1,19.4,8.79,0,0
4/26/21,31125,7627,4,0,5935592,1185196,529521,79,1,20,8.92,0,0
4/27/21,26138,20249,10,0,5935592,1211334,549770,89,1,20.4,9.26,0,0
4/28/21,23800,19957,8,1,5935592,1235134,569727,97,2,20.8,9.6,0,0
4/29/21,25557,17477,3,0,5935592,1260691,587204,100,2,21.2,9.89,0,0
4/30/21,13308,3859,0,0,5935592,1273999,591063,100,2,21.5,9.96,0,0
5/1/21,7269,5964,4,0,5935592,1281268,597027,104,2,21.6,10.1,0,0
5/2/21,16485,13533,1,0,5935592,1297753,610560,105,2,21.9,10.3,0,0
5/3/21,20278,44799,7,0,5935592,1318031,655359,112,2,22.2,11,0,0
5/4/21,27348,24298,8,0,5935592,1345379,679657,120,2,22.7,11.5,0,0
5/5/21,26553,28703,0,0,5935592,1371932,708360,120,2,23.1,11.9,0,0
5/6/21,21333,25137,6,0,5935592,1393265,733497,126,2,23.5,12.4,0,0
5/7/21,16333,24171,1,0,5935592,1409598,757668,127,2,23.7,12.8,0,0
5/8/21,9450,30300,1,0,5935592,1419048,787968,128,2,23.9,13.3,0,0
5/9/21,15820,16426,0,0,5935592,1434868,804394,128,2,24.2,13.6,0,0
5/10/21,26357,35526,5,0,5935592,1461225,839920,133,2,24.6,14.2,0,0
5/11/21,29460,25868,2,0,5935592,1490685,865788,135,2,25.1,14.6,0,0
5/12/21,26005,26606,3,0,5935592,1516690,892394,138,2,25.6,15,0,0
5/13/21,19569,19419,1,0,5935592,1536259,911813,139,2,25.9,15.4,0,0
5/14/21,20510,30307,5,0,5935592,1556769,942120,144,2,26.2,15.9,0,0
5/15/21,15347,19091,1,0,5935592,1572116,961211,145,2,26.5,16.2,0,0
5/16/21,19873,13879,2,0,5935592,1591989,975090,147,2,26.8,16.4,0,0
5/17/21,30866,29775,2,0,5935592,1622855,1004865,149,2,27.3,16.9,0,0
5/18/21,29390,30335,3,0,5935592,1652245,1035200,152,2,27.8,17.4,0,0
5/19/21,31599,22336,2,0,5935592,1683844,1057536,154,2,28.4,17.8,0,0
5/20/21,32344,22048,2,0,5935592,1716188,1079584,156,2,28.9,18.2,0,0
5/21/21,35115,19073,1,0,5935592,1751303,1098657,157,2,29.5,18.5,0,0
5/22/21,25850,11754,2,0,5935592,1777153,1110411,159,2,29.9,18.7,0,0
5/23/21,22456,6141,1,0,5935592,1799609,1116552,160,2,30.3,18.8,0,0
5/24/21,23347,9617,2,0,5935592,1822956,1126169,162,2,30.7,19,0,0
5/25/21,43240,12773,3,0,5935592,1866196,1138942,165,2,31.4,19.2,0,0
5/26/21,47223,12038,4,0,5935592,1913419,1150980,169,2,32.2,19.4,0,0
5/27/21,49077,12172,3,0,5935592,1962496,1163152,172,2,33.1,19.6,0,0
5/28/21,40840,9387,2,0,5935592,2003336,1172539,174,2,33.8,19.8,0,0
5/29/21,29682,5004,2,0,5935592,2033018,1177543,176,2,34.3,19.8,0,0
5/30/21,25720,6699,1,0,5935592,2058738,1184242,177,2,34.7,20,0,0
5/31/21,35990,20869,3,0,5935592,2094728,1205111,180,2,35.3,20.3,0,0
6/1/21,39630,16791,4,0,5935592,2134358,1221902,184,2,36,20.6,0,0
6/2/21,42523,16499,3,0,5935592,2176881,1238401,187,2,36.7,20.9,0,0
6/3/21,36070,21607,1,0,5935592,2212951,1260008,188,2,37.3,21.2,0,0
6/4/21,41203,12232,2,0,5935592,2254154,1272240,190,2,38,21.4,0,0
6/5/21,34793,5677,2,0,5935592,2288947,1277917,192,2,38.6,21.5,0,0
6/6/21,29813,12919,0,0,5935592,2318760,1290836,192,2,39.1,21.7,0,0
6/7/21,53313,18900,1,0,5935592,2372073,1309736,193,2,40,22.1,0,0
6/8/21,53380,22097,6,0,5935592,2425453,1331833,199,2,40.9,22.4,0,0
6/9/21,52581,22071,2,0,5935592,2478034,1353904,201,2,41.7,22.8,0,0
6/10/21,58538,14299,4,0,5935592,2536572,1368203,205,2,42.7,23.1,0,0
6/11/21,48191,15248,1,0,5935592,2584763,1383451,206,2,43.5,23.3,0,0
6/12/21,33239,10121,0,0,5935592,2618002,1393572,206,2,44.1,23.5,0,0
6/13/21,33339,10137,1,0,5935592,2651341,1403709,207,2,44.7,23.6,0,0
6/14/21,52170,18965,2,0,5935592,2703511,1422674,209,2,45.5,24,0,0
6/15/21,60044,16795,1,0,5935592,2763555,1439469,210,2,46.6,24.3,0,0
6/16/21,51625,24427,1,0,5935592,2815180,1463896,211,2,47.4,24.7,0,0
6/17/21,50721,20568,3,0,5935592,2865901,1484464,214,2,48.3,25,0,0
6/18/21,34767,26083,3,0,5935592,2900668,1510547,217,2,48.9,25.4,0,0
6/19/21,23542,17123,2,0,5935592,2924210,1527670,219,2,49.3,25.7,0,0
6/20/21,28965,14790,0,0,5935592,2953175,1542460,219,2,49.8,26,0,0
6/21/21,39236,25191,3,0,5935592,2992411,1567651,222,2,50.4,26.4,0,0
6/22/21,46257,26312,3,1,5935592,3038668,1593963,225,3,51.2,26.9,0,0
6/23/21,38289,31884,2,0,5935592,3076957,1625847,227,3,51.8,27.4,0,0
6/24/21,33712,33801,3,0,5935592,3110669,1659648,230,3,52.4,28,0,0
6/25/21,28927,32125,12,0,5935592,3139596,1691773,242,3,52.9,28.5,0,0
6/26/21,18943,22125,0,0,5935592,3158539,1713898,242,3,53.2,28.9,0,0
6/27/21,16025,23826,2,0,5935592,3174564,1737724,244,3,53.5,29.3,0,0
6/28/21,30495,33708,1,0,5935592,3205059,1771432,245,3,54,29.8,0,0
6/29/21,30516,41750,2,0,5935592,3235575,1813182,247,3,54.5,30.5,0,0
6/30/21,32700,38244,2,0,5935592,3268275,1851426,249,3,55.1,31.2,0,0
7/1/21,31549,40362,1,0,5935592,3299824,1891788,250,3,55.6,31.9,0,0
7/2/21,19533,43703,2,0,5935592,3319357,1935491,252,3,55.9,32.6,0,0
7/3/21,11569,32420,2,0,5935592,3330926,1967911,254,3,56.1,33.2,0,0
7/4/21,12785,29097,3,0,5935592,3343711,1997008,257,3,56.3,33.6,0,0
7/5/21,32404,42815,0,0,5935592,3376115,2039823,257,3,56.9,34.4,0,0
7/6/21,40082,42134,7,0,5935592,3416197,2081957,264,3,57.6,35.1,0,0
7/7/21,46158,39438,2,0,5935592,3462355,2121395,266,3,58.3,35.7,0,0
7/8/21,46976,36664,0,0,5935592,3509331,2158059,266,3,59.1,36.4,0,0
7/9/21,44776,33037,8,0,5935592,3554107,2191096,274,3,59.9,36.9,0,0
7/10/21,30476,21680,4,0,5935592,3584583,2212776,278,3,60.4,37.3,0,0
7/11/21,34274,21923,1,0,5935592,3618857,2234699,279,3,61,37.6,0,0
7/12/21,35346,54320,3,0,5935592,3654203,2289019,282,3,61.6,38.6,0,0
7/13/21,40485,49505,2,0,5935592,3694688,2338524,284,3,62.2,39.4,0,0
7/14/21,42810,44605,6,0,5935592,3737498,2383129,290,3,63,40.1,0,0
7/15/21,32905,53301,7,0,5935592,3770403,2436430,297,3,63.5,41,0.01,0
7/16/21,29884,43304,2,2,5935592,3800287,2479734,299,5,64,41.8,0.01,0
7/17/21,24192,26282,3,0,5935592,3824479,2506016,302,5,64.4,42.2,0.01,0
7/18/21,20254,33742,3,0,5935592,3844733,2539758,305,5,64.8,42.8,0.01,0
7/19/21,32457,54369,4,0,5935592,3877190,2594127,309,5,65.3,43.7,0.01,0
7/20/21,32902,56261,4,0,5935592,3910092,2650388,313,5,65.9,44.7,0.01,0
7/21/21,29990,54855,4,0,5935592,3940082,2705243,317,5,66.4,45.6,0.01,0
7/22/21,24272,51595,3,0,5935592,3964354,2756838,320,5,66.8,46.4,0.01,0
7/23/21,24650,43480,6,0,5935592,3989004,2800318,326,5,67.2,47.2,0.01,0
7/24/21,17466,23533,1,1,5935592,4006470,2823851,327,6,67.5,47.6,0.01,0
7/25/21,13369,31498,1,0,5935592,4019839,2855349,328,6,67.7,48.1,0.01,0
7/26/21,24926,41995,9,0,5935592,4044765,2897344,337,6,68.1,48.8,0.01,0
7/27/21,23063,44651,5,0,5935592,4067828,2941995,342,6,68.5,49.6,0.01,0
7/28/21,18982,43164,8,0,5935592,4086810,2985159,350,6,68.9,50.3,0.01,0
7/29/21,18802,39061,7,0,5935592,4105612,3024220,357,6,69.2,51,0.01,0
7/30/21,14156,34662,3,0,5935592,4119768,3058882,360,6,69.4,51.5,0.01,0
7/31/21,6458,19970,1,0,5935592,4126226,3078852,361,6,69.5,51.9,0.01,0
8/1/21,8777,19104,3,0,5935592,4135003,3097956,364,6,69.7,52.2,0.01,0
8/2/21,16318,40508,8,0,5935592,4151321,3138464,372,6,69.9,52.9,0.01,0
8/3/21,13515,42927,11,0,5935592,4164836,3181391,383,6,70.2,53.6,0.01,0
8/4/21,11420,44348,5,0,5935592,4176256,3225739,388,6,70.4,54.3,0.01,0
8/5/21,11448,39741,1,0,5935592,4187704,3265480,389,6,70.6,55,0.01,0
8/6/21,9954,39736,6,0,5935592,4197658,3305216,395,6,70.7,55.7,0.01,0
8/7/21,7725,26661,1,0,5935592,4205383,3331877,396,6,70.9,56.1,0.01,0
8/8/21,4108,35549,1,0,5935592,4209491,3367426,397,6,70.9,56.7,0.01,0
8/9/21,9966,55102,6,0,5935592,4219457,3422528,403,6,71.1,57.7,0.01,0
8/10/21,9867,54382,9,0,5935592,4229324,3476910,412,6,71.3,58.6,0.01,0
8/11/21,6289,57196,12,0,5935592,4235613,3534106,424,6,71.4,59.5,0.01,0
8/12/21,6074,49828,7,0,5935592,4241687,3583934,431,6,71.5,60.4,0.01,0
8/13/21,6442,46553,5,0,5935592,4248129,3630487,436,6,71.6,61.2,0.01,0
8/14/21,4304,34960,5,0,5935592,4252433,3665447,441,6,71.6,61.8,0.01,0
8/15/21,4482,37142,5,0,5935592,4256915,3702589,446,6,71.7,62.4,0.01,0
8/16/21,7215,44787,8,0,5935592,4264130,3747376,454,6,71.8,63.1,0.01,0
8/17/21,7144,37472,5,0,5935592,4271274,3784848,459,6,72,63.8,0.01,0
8/18/21,5546,36347,9,0,5935592,4276820,3821195,468,6,72.1,64.4,0.01,0
8/19/21,6212,26414,16,0,5935592,4283032,3847609,484,6,72.2,64.8,0.01,0
8/20/21,4954,28619,9,0,5935592,4287986,3876228,493,6,72.2,65.3,0.01,0
8/21/21,4514,19543,1,0,5935592,4292500,3895771,494,6,72.3,65.6,0.01,0
8/22/21,3031,16092,3,0,5935592,4295531,3911863,497,6,72.4,65.9,0.01,0
8/23/21,5634,30183,16,0,5935592,4301165,3942046,513,6,72.5,66.4,0.01,0
8/24/21,5806,28526,11,0,5935592,4306971,3970572,524,6,72.6,66.9,0.01,0
8/25/21,4949,18692,12,0,5935592,4311920,3989264,536,6,72.6,67.2,0.01,0
8/26/21,4456,18348,8,0,5935592,4316376,4007612,544,6,72.7,67.5,0.01,0
8/27/21,4594,20303,7,0,5935592,4320970,4027915,551,6,72.8,67.9,0.01,0
8/28/21,2696,10005,2,0,5935592,4323666,4037920,553,6,72.8,68,0.01,0
8/29/21,2390,11649,3,1,5935592,4326056,4049569,556,7,72.9,68.2,0.01,0
8/30/21,4075,24402,29,0,5935592,4330131,4073971,585,7,73,68.6,0.01,0
8/31/21,3639,17060,12,0,5935592,4333770,4091031,597,7,73,68.9,0.01,0
9/1/21,2968,10567,19,1,5935592,4336738,4101598,616,8,73.1,69.1,0.01,0
9/2/21,2907,10053,20,1,5935592,4339645,4111651,636,9,73.1,69.3,0.01,0
9/3/21,2646,8805,12,0,5935592,4342291,4120456,648,9,73.2,69.4,0.01,0
9/4/21,1816,7234,8,0,5935592,4344107,4127690,656,9,73.2,69.5,0.01,0
9/5/21,2096,5947,7,0,5935592,4346203,4133637,663,9,73.2,69.6,0.01,0
9/6/21,2150,9356,82,0,5935592,4348353,4142993,745,9,73.3,69.8,0.01,0
9/7/21,2242,7981,21,0,5935592,4350595,4150974,766,9,73.3,69.9,0.01,0
9/8/21,2308,6802,36,0,5935592,4352903,4157776,802,9,73.3,70,0.01,0
9/9/21,1941,6199,133,1,5935592,4354844,4163975,935,10,73.4,70.2,0.02,0
9/10/21,2108,7596,894,0,5935592,4356952,4171571,1829,10,73.4,70.3,0.03,0
9/11/21,1802,5749,2409,2,5935592,4358754,4177320,4238,12,73.4,70.4,0.07,0
9/12/21,1349,4889,1724,0,5935592,4360103,4182209,5962,12,73.5,70.5,0.1,0
9/13/21,1883,6679,4487,1,5935592,4361986,4188888,10449,13,73.5,70.6,0.18,0
9/14/21,1759,5488,3975,3,5935592,4363745,4194376,14424,16,73.5,70.7,0.24,0
9/15/21,1722,5656,4608,1,5935592,4365467,4200032,19032,17,73.5,70.8,0.32,0
9/16/21,1648,4697,4244,0,5935592,4367115,4204729,23276,17,73.6,70.8,0.39,0
9/17/21,1602,4867,3682,3,5935592,4368717,4209596,26958,20,73.6,70.9,0.45,0
9/18/21,1111,3657,1008,0,5935592,4369828,4213253,27966,20,73.6,71,0.47,0
9/19/21,992,3087,682,1,5935592,4370820,4216340,28648,21,73.6,71,0.48,0
9/20/21,1703,6146,4112,1,5935592,4372523,4222486,32760,22,73.7,71.1,0.55,0
9/21/21,1444,4650,4198,3,5935592,4373967,4227136,36958,25,73.7,71.2,0.62,0
9/22/21,1452,3995,4399,5,5935592,4375419,4231131,41357,30,73.7,71.3,0.7,0
9/23/21,1190,3492,3703,2,5935592,4376609,4234623,45060,32,73.7,71.3,0.76,0
9/24/21,1164,3552,2939,0,5935592,4377773,4238175,47999,32,73.8,71.4,0.81,0
9/25/21,872,2312,662,0,5935592,4378645,4240487,48661,32,73.8,71.4,0.82,0
9/26/21,832,2768,653,0,5935592,4379477,4243255,49314,32,73.8,71.5,0.83,0
9/27/21,1076,3294,2775,1,5935592,4380553,4246549,52089,33,73.8,71.5,0.88,0
9/28/21,1196,3330,2706,4,5935592,4381749,4249879,54795,37,73.8,71.6,0.92,0
9/29/21,1260,3282,2337,2,5935592,4383009,4253161,57132,39,73.8,71.7,0.96,0
9/30/21,1099,2872,1365,1,5935592,4384108,4256033,58497,40,73.9,71.7,0.99,0
10/1/21,1039,2971,2055,0,5935592,4385147,4259004,60552,40,73.9,71.8,1.02,0
10/2/21,695,2424,956,3,5935592,4385842,4261428,61508,43,73.9,71.8,1.04,0
10/3/21,442,1637,588,0,5935592,4386284,4263065,62096,43,73.9,71.8,1.05,0
10/4/21,777,2531,2404,2,5935592,4387061,4265596,64500,45,73.9,71.9,1.09,0
10/5/21,1194,3511,3493,2,5935592,4388255,4269107,67993,47,73.9,71.9,1.15,0
10/6/21,1334,3515,5065,5,5935592,4389589,4272622,73058,52,74,72,1.23,0
10/7/21,911,2744,4239,1,5935592,4390500,4275366,77297,53,74,72,1.3,0
10/8/21,1062,2723,3791,2,5935592,4391562,4278089,81088,55,74,72.1,1.37,0
10/9/21,727,2279,1882,0,5935592,4392289,4280368,82970,55,74,72.1,1.4,0
10/10/21,440,1040,1168,0,5935592,4392729,4281408,84138,55,74,72.1,1.42,0
10/11/21,748,1844,3883,2,5935592,4393477,4283252,88021,57,74,72.2,1.48,0
10/12/21,1128,3063,5482,5,5935592,4394605,4286315,93503,62,74,72.2,1.58,0
10/13/21,1131,2639,5967,4,5935592,4395736,4288954,99470,66,74.1,72.3,1.68,0
10/14/21,826,2116,4358,6,5935592,4396562,4291070,103828,72,74.1,72.3,1.75,0
10/15/21,1041,2190,4522,3,5935592,4397603,4293260,108350,75,74.1,72.3,1.83,0
10/16/21,659,1489,4470,0,5935592,4398262,4294749,112820,75,74.1,72.4,1.9,0
10/17/21,359,800,4738,0,5935592,4398621,4295549,117558,75,74.1,72.4,1.98,0
10/18/21,778,1397,10448,8,5935592,4399399,4296946,128006,83,74.1,72.4,2.16,0
10/19/21,1137,2311,14445,6,5935592,4400536,4299257,142451,89,74.1,72.4,2.4,0
10/20/21,1187,2155,15941,10,5935592,4401723,4301412,158392,99,74.2,72.5,2.67,0
10/21/21,1132,1693,13521,11,5935592,4402855,4303105,171913,110,74.2,72.5,2.9,0
10/22/21,1210,1772,12266,11,5935592,4404065,4304877,184179,121,74.2,72.5,3.1,0
10/23/21,676,1252,6117,0,5935592,4404741,4306129,190296,121,74.2,72.5,3.21,0
10/24/21,525,671,3788,3,5935592,4405266,4306800,194084,124,74.2,72.6,3.27,0
10/25/21,1115,1537,12468,13,5935592,4406381,4308337,206552,137,74.2,72.6,3.48,0
10/26/21,1550,2026,13891,10,5935592,4407931,4310363,220443,147,74.3,72.6,3.71,0
10/27/21,1735,2134,15761,8,5935592,4409666,4312497,236204,155,74.3,72.7,3.98,0
10/28/21,1641,1759,13979,4,5935592,4411307,4314256,250183,159,74.3,72.7,4.21,0
10/29/21,1577,1835,11977,1,5935592,4412884,4316091,262160,160,74.3,72.7,4.42,0
