0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,1,-60.9436505238631
0,0,-0
1,1,-12.66
0,0,-0
1,1,-10.7368421052632
0,0,-0
1,0,-0.736842105263158
2,1,-38.8791144206136
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,0,-3.68421052631579
6,0,-4.42105263157895
7,0,-5.15789473684211
8,0,-5.89473684210526
9,0,-6.63157894736842
10,1,-100.832018096312
0,0,-0
1,0,-0.736842105263158
2,1,-38.4515389122033
0,0,-0
1,1,-12.66
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,1,-70.4447588536417
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-18.8031273680737
0,0,-0
1,1,-22.8520720986
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-14.1336842105263
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,1,-42.0538252030245
0,0,-0
1,0,-0.736842105263158
2,1,-12.1368421052632
0,0,-0
1,0,-0.736842105263158
2,1,-50.0847901573453
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-55.2904501099278
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,0,-3.68421052631579
6,0,-4.42105263157895
7,1,-59.7483197694845
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,0,-3.68421052631579
6,1,-39.0548791701831
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,1,-39.7587030076166
0,0,-0
1,1,-35.5801560844613
0,0,-0
1,0,-0.736842105263158
2,1,-48.112404810903
0,0,-0
1,1,-10.7368421052632
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,0,-3.68421052631579
6,0,-4.42105263157895
7,0,-5.15789473684211
8,1,-57.83933152241
0,0,-0
1,1,-10.7368421052632
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-43.3114457221709
0,0,-0
1,0,-0.736842105263158
2,1,-15.194
0,0,-0
1,1,-10.7368421052632
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-21.9933313757895
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-27.2420759626028
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,0,-3.68421052631579
6,1,-27.0301922803158
0,0,-0
1,0,-0.736842105263158
2,1,-12.1368421052632
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,1,-28.1835271652632
0,0,-0
1,0,-0.736842105263158
2,1,-24.1586129868903
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,0,-3.68421052631579
6,1,-27.7090066876689
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-46.8395038168467
0,0,-0
1,1,-12.66
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-40.0936967164145
0,0,-0
1,0,-0.736842105263158
2,1,-15.194
0,0,-0
1,1,-25.1590436349715
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,1,-66.2232006557723
0,0,-0
1,1,-10.7368421052632
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-25.9845835786
0,0,-0
1,0,-0.736842105263158
2,1,-18.9001666592632
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,1,-38.7001774517764
0,0,-0
1,1,-22.8520720986
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,1,-22.7995876105263
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,1,-37.5931272609818
0,0,-0
1,0,-0.736842105263158
2,1,-52.9869576915778
0,0,-0
1,1,-19.4518506880737
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,0,-3.68421052631579
6,0,-4.42105263157895
7,0,-5.15789473684211
8,1,-71.5005813365118
0,0,-0
1,1,-10.7368421052632
0,0,-0
1,1,-10.7368421052632
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-35.5851465892144
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,1,-16.6676842105263
0,0,-0
1,0,-0.736842105263158
2,1,-18.3497834
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-32.7901624974934
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,1,-47.8032846892762
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,0,-3.68421052631579
6,1,-35.8914673768689
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-27.3457071880241
0,0,-0
1,0,-0.736842105263158
2,1,-22.5950776901001
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,1,-50.5798837551996
0,0,-0
1,0,-0.736842105263158
2,1,-20.9993490992663
0,0,-0
1,1,-12.66
0,0,-0
1,1,-16.673226
0,0,-0
1,0,-0.736842105263158
2,1,-15.194
0,0,-0
1,0,-0.736842105263158
2,1,-12.1368421052632
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-23.4555605196526
0,0,-0
1,0,-0.736842105263158
2,1,-12.1368421052632
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-16.8851263157895
0,0,-0
1,1,-19.7364709547368
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,0,-3.68421052631579
6,1,-63.5138752659173
0,0,-0
1,0,-0.736842105263158
2,1,-13.8676842105263
0,0,-0
1,1,-15.4114421052632
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,1,-30.8234673768689
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,1,-35.5096577789063
0,0,-0
1,0,-0.736842105263158
2,1,-24.5356824487368
0,0,-0
1,1,-10.7368421052632
0,0,-0
1,0,-0.736842105263158
2,1,-12.1368421052632
0,0,-0
1,0,-0.736842105263158
2,1,-27.2679355354374
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-37.9085441383444
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-32.7139918468417
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,1,-35.0922142835848
0,0,-0
1,1,-30.7488638838844
0,0,-0
1,0,-0.736842105263158
2,1,-15.194
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-22.7081102105263
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,1,-42.5170731596228
0,0,-0
1,1,-26.9135286931292
0,0,-0
1,0,-0.736842105263158
2,1,-12.1368421052632
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,0,-3.68421052631579
6,1,-56.9264082745016
0,0,-0
1,1,-10.7368421052632
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,1,-60.8884875046708
0,0,-0
1,1,-18.714426
0,0,-0
1,0,-0.736842105263158
2,1,-12.1368421052632
0,0,-0
1,0,-0.736842105263158
2,1,-13.8676842105263
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-14.1336842105263
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,1,-40.2172024070482
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,1,-53.2265460858032
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,1,-40.245085054348
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-21.9933313757895
0,0,-0
1,1,-10.7368421052632
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,0,-3.68421052631579
6,0,-4.42105263157895
7,0,-5.15789473684211
8,0,-5.89473684210526
9,0,-6.63157894736842
10,0,-7.36842105263158
11,1,-110.307980807608
0,0,-0
1,1,-19.1218429547368
0,0,-0
1,1,-14.2177578947368
0,0,-0
1,1,-27.0853077995337
0,0,-0
1,0,-0.736842105263158
2,1,-18.8639821052632
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-20.7799877891263
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,1,-48.5889837627107
0,0,-0
1,0,-0.736842105263158
2,1,-42.0009551758353
0,0,-0
1,1,-10.7368421052632
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-37.5068522851604
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,1,-29.6819472734028
0,0,-0
1,1,-10.7368421052632
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-29.0529221315057
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,0,-3.68421052631579
6,0,-4.42105263157895
7,1,-58.9202680498089
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-16.8851263157895
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-19.473226
0,0,-0
1,1,-10.7368421052632
0,0,-0
1,1,-12.66
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,0,-3.68421052631579
6,0,-4.42105263157895
7,0,-5.15789473684211
8,0,-5.89473684210526
9,0,-6.63157894736842
10,0,-7.36842105263158
11,0,-8.10526315789474
12,0,-8.84210526315789
13,0,-9.57894736842105
14,0,-10.3157894736842
15,0,-11.0526315789474
16,0,-11.7894736842105
17,0,-12.5263157894737
18,0,-13.2631578947368
19,0,-14
20,1,-133.670572292996
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,0,-3.68421052631579
6,0,-4.42105263157895
7,1,-87.9356392061725
0,0,-0
1,0,-0.736842105263158
2,1,-28.9980474074141
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,0,-3.68421052631579
6,0,-4.42105263157895
7,0,-5.15789473684211
8,0,-5.89473684210526
9,0,-6.63157894736842
10,0,-7.36842105263158
11,1,-75.9217527627678
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,1,-30.4797456192663
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,0,-3.68421052631579
6,0,-4.42105263157895
7,0,-5.15789473684211
8,1,-75.5108264490633
0,0,-0
1,0,-0.736842105263158
2,1,-15.194
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,1,-50.1522686301812
0,0,-0
1,0,-0.736842105263158
2,1,-39.0397793562644
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,0,-3.68421052631579
6,0,-4.42105263157895
7,0,-5.15789473684211
8,0,-5.89473684210526
9,1,-60.7652455667474
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,0,-3.68421052631579
6,0,-4.42105263157895
7,1,-49.430746165042
0,0,-0
1,0,-0.736842105263158
2,1,-18.8639821052632
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,1,-51.9546247018627
0,0,-0
1,0,-0.736842105263158
2,1,-12.1368421052632
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,0,-3.68421052631579
6,0,-4.42105263157895
7,0,-5.15789473684211
8,0,-5.89473684210526
9,0,-6.63157894736842
10,1,-102.713737961212
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,0,-2.94736842105263
5,0,-3.68421052631579
6,1,-40.5843225533907
0,0,-0
1,1,-10.7368421052632
0,0,-0
1,0,-0.736842105263158
2,0,-1.47368421052632
3,0,-2.21052631578947
4,1,-21.1497834
0,0,-0
